frame,host_monotonic_ns,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_port_m_s,v_starboard_m_s,r_deg_s,r_rad_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
0,34179066774506,0.2705,1785360948.371,2,,,,,,,,,,,,,,,,,,,0,acquiring:1/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.012609,0.472165,101,102,4.732165,4.260000,1,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.011,751.191,1,1.044,73.340,751.640,65.334,791.446,8.607,780.345,79.646,716.404,135.638,722.842,-2.828470,0.615754,1.788643,3.402740,-0.002484,0.001492,1,4.260000,0.000000,1772.991,886.248,1,1.233,1772.199,886.558,1843.880,934.512,1760.824,935.638,1705.004,839.959,1783.557,843.351,1.887128,0.834607,1.459066,2.527191,4.262784,0.000441,0.0116963007,0.0110551469,-9.1689183838,0.0009073145,-0.0114505448,8.5415671567,0.0001414546,0.0042442375,1.0000000000,,,,,,,,,
1,34179486233153,0.6900,1785360948.776,2,,,,,,,,,,,,,,,,,,,0,acquiring:2/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010883,0.490666,101,102,4.750666,4.260000,2,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.153,751.231,1,0.791,73.222,751.781,65.544,791.501,8.643,780.286,79.748,716.326,134.901,723.419,-2.842426,0.619140,1.797242,3.419473,-0.002102,0.001540,1,4.260000,0.000000,1773.416,886.592,1,1.297,1772.474,886.632,1844.017,934.578,1760.773,935.528,1705.029,840.112,1784.554,843.477,1.891404,0.836381,1.461847,2.532575,4.262687,0.000137,0.0115084462,0.0116189549,-9.5790955041,0.0009008725,-0.0113578862,8.4728726006,0.0001489493,0.0041655622,1.0000000000,,,,,,,,,
2,34179626726146,0.8305,1785360948.894,2,,,,,,,,,,,,,,,,,,,0,acquiring:3/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010987,0.476458,101,102,4.736458,4.260000,3,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.026,751.353,1,0.959,73.370,751.716,65.463,791.476,8.640,780.459,79.625,716.343,135.633,723.051,-2.829395,0.616204,1.789286,3.403928,-0.002354,0.001003,1,4.260000,0.000000,1773.447,886.645,1,1.261,1772.543,886.713,1843.890,934.772,1760.891,935.557,1705.323,840.103,1784.500,843.587,1.890556,0.836129,1.461059,2.531404,4.262669,0.000153,0.0114924349,0.0115818224,-9.5510451110,0.0008997551,-0.0113337756,8.4541226344,0.0001397086,0.0041752711,1.0000000000,,,,,,,,,
3,34179734519476,0.9383,1785360949.004,2,,,,,,,,,,,,,,,,,,,0,acquiring:4/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010991,0.494568,101,102,4.754568,4.260000,4,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.040,751.242,1,0.844,73.128,751.816,65.563,791.487,8.543,780.358,79.497,716.490,134.850,723.339,-2.843867,0.619498,1.797971,3.421119,-0.002215,0.001641,1,4.260000,0.000000,1773.325,886.372,1,1.118,1772.604,886.669,1844.168,934.544,1760.678,935.538,1705.610,840.327,1784.381,843.388,1.893915,0.837439,1.463539,2.535776,4.262530,0.000652,0.0114123665,0.0114533542,-9.4468977981,0.0008935696,-0.0112695696,8.4076433278,0.0001464665,0.0041218757,1.0000000000,,,,,,,,,
4,34179845812393,1.0495,1785360949.105,2,,,,,,,,,,,,,,,,,,,0,acquiring:5/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010958,0.486094,101,102,4.746094,4.260000,5,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.019,751.167,1,1.005,73.217,751.745,65.528,791.487,8.568,780.275,79.444,716.579,135.229,723.072,-2.840050,0.618510,1.795729,3.416590,-0.002540,0.001612,1,4.260000,0.000000,1773.207,886.377,1,1.121,1772.441,886.554,1844.051,934.589,1760.662,935.478,1705.249,840.128,1784.243,843.183,1.889205,0.835252,1.460209,2.529615,4.262488,0.000351,0.0117362879,0.0118652537,-9.7804891284,0.0009176639,-0.0115763693,8.6355930197,0.0001483001,0.0042782832,1.0000000000,,,,,,,,,
5,34179951538513,1.1553,1785360949.214,2,,,,,,,,,,,,,,,,,,,0,acquiring:6/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010860,0.465854,101,102,4.725854,4.260000,6,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.129,751.099,1,1.211,73.578,751.539,65.530,791.453,8.555,780.386,79.659,716.424,136.361,722.420,-2.816517,0.613003,1.781537,3.388572,-0.002880,0.001152,1,4.260000,0.000000,1773.371,886.473,1,1.222,1772.524,886.640,1844.075,934.610,1760.650,935.424,1705.306,840.131,1784.527,843.547,1.893270,0.837172,1.463194,2.535008,4.262637,0.000403,0.0116250360,0.0119558598,-9.8422674818,0.0009119069,-0.0114740401,8.5562929383,0.0001378726,0.0042519601,1.0000000000,,,,,,,,,
6,34180060871642,1.2646,1785360949.355,2,,,,,,,,,,,,,,,,,,,0,acquiring:7/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011170,0.492727,101,102,4.752727,4.260000,7,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.257,750.961,1,0.774,73.126,751.704,65.652,791.445,8.519,780.236,79.770,716.287,134.531,723.253,-2.842447,0.618847,1.797069,3.419347,-0.002085,0.002139,1,4.260000,0.000000,1773.374,886.512,1,1.241,1772.507,886.662,1843.874,934.640,1760.622,935.425,1705.400,840.109,1784.559,843.608,1.893515,0.837352,1.463416,2.535379,4.262680,0.000349,0.0114065514,0.0114156308,-9.4168598374,0.0008933575,-0.0112568061,8.3967562049,0.0001464485,0.0041179987,1.0000000000,,,,,,,,,
7,34180221678559,1.4254,1785360949.515,2,,,,,,,,,,,,,,,,,,,0,acquiring:8/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.042276,0.491775,101,102,4.751775,4.260000,8,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.147,751.209,1,0.720,73.109,751.816,65.615,791.432,8.575,780.470,79.667,716.385,134.553,723.383,-2.842848,0.619265,1.797291,3.419872,-0.001129,0.002911,1,4.260000,0.000000,1773.357,886.414,1,1.307,1772.449,886.581,1843.760,934.501,1760.600,935.465,1705.339,839.957,1784.509,843.537,1.892130,0.836604,1.462457,2.533543,4.262321,-0.001778,0.0262833297,0.0180141751,-15.4648051479,0.0017504360,-0.0223450564,16.6831774651,0.0005520333,0.0102372030,1.0000000000,,,,,,,,,
8,34180364154768,1.5679,1785360949.628,2,,,,,,,,,,,,,,,,,,,0,acquiring:9/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010961,0.465535,101,102,4.725535,4.260000,9,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.244,751.073,1,1.145,73.640,751.527,65.660,791.497,8.596,780.323,79.772,716.279,136.341,722.526,-2.816754,0.613059,1.781806,3.388919,-0.002776,0.001118,1,4.260000,0.000000,1773.307,886.231,1,1.170,1772.538,886.506,1844.204,934.373,1760.703,935.422,1705.384,840.110,1784.316,843.265,1.892695,0.836569,1.462723,2.534107,4.262582,0.000679,0.0116667583,0.0121888477,-10.0209766560,0.0009156127,-0.0115265542,8.5949531452,0.0001357503,0.0042834220,1.0000000000,,,,,,,,,
9,34180474574856,1.6783,1785360949.749,2,,,,,,,,,,,,,,,,,,,0,acquiring:10/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010850,0.493674,101,102,4.753674,4.260000,10,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.026,751.108,1,0.995,73.211,751.692,65.418,791.482,8.463,779.999,79.554,716.465,135.292,723.245,-2.844654,0.619348,1.798629,3.422092,-0.002494,0.001651,1,4.260000,0.000000,1773.315,886.370,1,1.242,1772.461,886.554,1843.904,934.440,1760.649,935.474,1705.313,840.061,1784.405,843.379,1.892141,0.836529,1.462441,2.533518,4.262681,0.000409,0.0114892871,0.0115973482,-9.5602073785,0.0009008664,-0.0113598319,8.4735115287,0.0001421052,0.0041702744,1.0000000000,,,,,,,,,
10,34180592122440,1.7959,1785360949.852,2,,,,,,,,,,,,,,,,,,,0,acquiring:11/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010978,0.487323,101,102,4.747323,4.260000,11,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.209,751.030,1,0.978,73.333,751.669,65.657,791.499,8.605,780.182,79.666,716.424,135.305,723.010,-2.836952,0.617682,1.793992,3.412951,-0.002464,0.001874,1,4.260000,0.000000,1773.488,886.577,1,1.315,1772.550,886.675,1844.090,934.552,1760.840,935.528,1705.168,840.153,1784.585,843.629,1.893753,0.837443,1.463517,2.535644,4.262754,0.000183,0.0114838306,0.0113507689,-9.3756645046,0.0008987075,-0.0113236964,8.4463869979,0.0001435086,0.0041559540,1.0000000000,,,,,,,,,
11,34180693276999,1.8970,1785360949.953,2,,,,,,,,,,,,,,,,,,,0,acquiring:12/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011212,0.487710,101,102,4.747710,4.260000,12,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.138,751.118,1,0.845,73.182,751.737,65.506,791.514,8.552,780.280,79.707,716.346,134.900,723.231,-2.839055,0.618246,1.795033,3.415349,-0.002227,0.001770,1,4.260000,0.000000,1773.476,886.472,1,1.428,1772.470,886.597,1843.712,934.349,1761.003,935.661,1705.237,839.955,1784.353,843.580,1.891946,0.836539,1.462273,2.533279,4.262970,0.000321,0.0113728644,0.0113857143,-9.3929292577,0.0008899650,-0.0112218631,8.3711067609,0.0001425891,0.0041092074,1.0000000000,,,,,,,,,
12,34180794343290,1.9981,1785360950.054,2,,,,,,,,,,,,,,,,,,,0,acquiring:13/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011091,0.491532,101,102,4.751532,4.260000,13,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.190,751.144,1,0.796,73.194,751.769,65.701,791.482,8.676,780.329,79.647,716.363,134.724,723.306,-2.842626,0.619131,1.797314,3.419676,-0.002130,0.001789,1,4.260000,0.000000,1773.338,886.463,1,1.265,1772.452,886.601,1843.863,934.523,1760.711,935.485,1705.258,840.069,1784.410,843.475,1.892097,0.836634,1.462424,2.533510,4.262707,0.000331,0.0113901152,0.0113873854,-9.3959314281,0.0008909112,-0.0112355933,8.3816687570,0.0001466237,0.0041087906,1.0000000000,,,,,,,,,
13,34180896712829,2.1004,1785360950.173,2,,,,,,,,,,,,,,,,,,,0,acquiring:14/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011174,0.496243,101,102,4.756243,4.260000,14,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.968,751.167,1,0.913,73.093,751.751,65.333,791.408,8.654,780.257,79.538,716.545,134.787,723.207,-2.845180,0.619563,1.798734,3.422623,-0.002366,0.001656,1,4.260000,0.000000,1773.414,886.374,1,1.296,1772.511,886.538,1844.004,934.373,1760.716,935.396,1705.263,840.034,1784.522,843.493,1.894266,0.837374,1.463988,2.536277,4.262768,0.000383,0.0116033295,0.0116753479,-9.6266797073,0.0009080540,-0.0114571766,8.5469037183,0.0001529437,0.0042029843,1.0000000000,,,,,,,,,
14,34181014719093,2.2185,1785360950.274,2,,,,,,,,,,,,,,,,,,,0,acquiring:15/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011106,0.492199,101,102,4.752199,4.260000,15,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.006,751.203,1,0.878,73.131,751.756,65.281,791.455,8.625,780.286,79.675,716.453,134.876,723.255,-2.841826,0.618876,1.796687,3.418635,-0.002288,0.001565,1,4.260000,0.000000,1773.362,886.319,1,1.259,1772.505,886.538,1843.997,934.396,1760.563,935.410,1705.358,840.033,1784.541,843.443,1.893654,0.837110,1.463527,2.535467,4.262733,0.000490,0.0116270599,0.0117353955,-9.6740737945,0.0009094261,-0.0114748862,8.5601188661,0.0001523076,0.0042169246,1.0000000000,,,,,,,,,
15,34181115351084,2.3191,1785360950.377,2,,,,,,,,,,,,,,,,,,,0,acquiring:16/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010996,0.484941,101,102,4.744941,4.260000,16,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.979,751.403,1,0.863,73.241,751.788,65.349,791.425,8.555,780.481,79.650,716.419,135.303,723.274,-2.836177,0.617813,1.793326,3.411980,-0.002187,0.001088,1,4.260000,0.000000,1773.390,886.548,1,1.246,1772.515,886.685,1843.916,934.698,1760.636,935.489,1705.358,840.101,1784.583,843.595,1.892138,0.836790,1.462335,2.533541,4.262678,0.000300,0.0115488275,0.0116485546,-9.6046837542,0.0009039658,-0.0113962565,8.5017364873,0.0001458306,0.0041909335,1.0000000000,,,,,,,,,
16,34181216412743,2.4201,1785360950.475,2,,,,,,,,,,,,,,,,,,,0,acquiring:17/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010937,0.492465,101,102,4.752465,4.260000,17,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.932,751.333,1,0.959,73.214,751.775,65.436,791.448,8.582,780.264,79.437,716.519,135.298,723.294,-2.843161,0.619279,1.797691,3.420346,-0.002379,0.001246,1,4.260000,0.000000,1773.232,886.403,1,1.306,1772.298,886.485,1843.533,934.275,1760.642,935.452,1705.128,840.027,1784.293,843.306,1.892518,0.836704,1.463045,2.534206,4.262736,0.000185,0.0114405109,0.0115188775,-9.4987020281,0.0008955922,-0.0113052995,8.4338715833,0.0001431102,0.0041428754,1.0000000000,,,,,,,,,
17,34181317526177,2.5213,1785360950.579,2,,,,,,,,,,,,,,,,,,,0,acquiring:18/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010981,0.499472,101,102,4.759472,4.260000,18,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.029,751.224,1,0.821,73.114,751.781,65.423,791.456,8.504,780.200,79.611,716.409,134.850,723.461,-2.846866,0.620036,1.799841,3.424692,-0.002154,0.001592,1,4.260000,0.000000,1773.371,886.084,1,1.374,1772.457,886.372,1843.879,933.855,1760.800,935.490,1705.318,839.975,1784.263,843.279,1.895842,0.837718,1.465310,2.538331,4.262936,0.000664,0.0114825325,0.0115516996,-9.5253760543,0.0008987633,-0.0113562496,8.4720296736,0.0001459545,0.0041582067,1.0000000000,,,,,,,,,
18,34181420841695,2.6246,1785360950.683,2,,,,,,,,,,,,,,,,,,,0,acquiring:19/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.012644,0.493738,101,102,4.753738,4.260000,19,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.954,751.287,1,0.782,73.052,751.794,65.193,791.488,8.494,780.311,79.701,716.337,134.758,723.459,-2.842439,0.619072,1.796923,3.419304,-0.002133,0.001209,1,4.260000,0.000000,1773.348,886.433,1,1.253,1772.480,886.601,1843.688,934.444,1760.645,935.439,1705.500,840.122,1784.476,843.502,1.894605,0.837713,1.464309,2.536827,4.262706,0.000038,0.0151178632,0.0160821788,-13.1968896651,0.0011856891,-0.0149653330,11.1633701460,0.0001610791,0.0059248814,1.0000000000,,,,,,,,,
19,34181523683486,2.7274,1785360950.792,2,,,,,,,,,,,,,,,,,,,0,acquiring:20/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.012355,0.489581,101,102,4.749581,4.260000,20,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.012,751.167,1,1.051,73.300,751.675,65.425,791.453,8.515,780.271,79.540,716.503,135.580,722.934,-2.833830,0.616998,1.791956,3.409162,-0.002671,0.001160,1,4.260000,0.000000,1773.660,886.717,1,1.460,1772.597,886.774,1843.901,934.507,1760.686,935.480,1705.263,840.181,1785.014,844.042,1.899420,0.840142,1.467806,2.543244,4.262940,0.000422,0.0114852859,0.0123683328,-10.1403716083,0.0009066519,-0.0113952948,8.4984047656,0.0001418933,0.0041962820,1.0000000000,,,,,,,,,
20,34181631782379,2.8355,1785360950.894,2,,,,,,,,,,,,,,,,,,,0,acquiring:21/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011985,0.489898,101,102,4.749898,4.260000,21,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.994,751.118,1,0.912,73.128,751.690,65.354,791.471,8.506,780.278,79.572,716.367,134.999,723.080,-2.836746,0.617565,1.793469,3.412484,-0.002432,0.001418,1,4.260000,0.000000,1773.342,886.566,1,1.235,1772.442,886.594,1843.629,934.328,1760.797,935.421,1705.314,840.339,1784.432,843.376,1.896689,0.838657,1.465992,2.539667,4.262583,0.000257,0.0114068116,0.0120714499,-9.9097370809,0.0008973911,-0.0112992354,8.4274000032,0.0001432669,0.0041478659,1.0000000000,,,,,,,,,
21,34181732945359,2.9367,1785360950.999,2,,,,,,,,,,,,,,,,,,,0,acquiring:22/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010711,0.467018,101,102,4.727018,4.260000,22,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.152,751.176,1,1.191,73.624,751.572,65.639,791.427,8.513,780.544,79.632,716.457,136.490,722.399,-2.813844,0.612552,1.779934,3.385425,-0.002806,0.001085,1,4.260000,0.000000,1773.550,886.658,1,1.321,1772.593,886.720,1843.907,934.513,1760.664,935.483,1705.356,840.274,1784.885,843.710,1.897307,0.839078,1.466180,2.540376,4.262733,0.000125,0.0115673284,0.0117640535,-9.6947810163,0.0009072918,-0.0114160923,8.5136594973,0.0001366179,0.0042215106,1.0000000000,,,,,,,,,
22,34181836973887,3.0407,1785360951.091,2,,,,,,,,,,,,,,,,,,,0,acquiring:23/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010805,0.487005,101,102,4.747005,4.260000,23,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.918,751.302,1,1.006,73.258,751.711,65.336,791.485,8.637,780.312,79.501,716.411,135.447,723.083,-2.834789,0.617288,1.792481,3.410287,-0.002458,0.001121,1,4.260000,0.000000,1773.474,886.486,1,1.298,1772.569,886.655,1844.202,934.479,1760.731,935.459,1705.225,840.176,1784.618,843.660,1.895751,0.838256,1.465024,2.538275,4.262754,0.000404,0.0115671066,0.0116797130,-9.6286912646,0.0009068525,-0.0114274635,8.5240232025,0.0001448088,0.0042027561,1.0000000000,,,,,,,,,
