frame,host_monotonic_ns,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_port_m_s,v_starboard_m_s,r_deg_s,r_rad_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
80,34099159374082,13.3473,1785360868.431,2,1.9607,0.9120,1.8027,0.7911,1.8817,0.8515,127.42,-0.0228,-0.0050,0.0099,0.0211,-0.0211,4.15,0.072351,1.0000,0.0035,0.5051,0.1989,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011261,0.476168,101,102,4.736168,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.085,751.106,1,1.101,73.354,751.670,65.369,791.505,8.712,780.355,79.683,716.564,135.529,722.734,-2.829093,0.615989,1.789064,3.403521,-0.001460,0.001180,1,4.260000,0.000000,1773.236,886.460,1,1.181,1772.432,886.655,1843.831,934.698,1760.581,935.503,1705.393,840.102,1784.331,843.464,1.890590,0.836124,1.461298,2.531565,4.255442,0.000366,0.0115976436,0.0117381993,-9.6756886228,0.0009070149,-0.0114259210,8.5223558600,0.0001469342,0.0042136581,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
81,34099275328933,13.4633,1785360868.571,2,1.9931,0.9203,1.8026,0.7905,1.8979,0.8554,124.26,-0.0079,-0.0027,0.0022,0.0081,-0.0081,0.71,0.012325,1.0000,0.0038,0.5051,0.2305,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011796,0.511071,101,102,4.771071,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.224,750.715,1,0.906,73.065,751.580,65.254,791.287,9.030,779.590,79.960,716.430,134.037,723.362,-2.863320,0.622974,1.810148,3.444319,-0.002164,0.002286,1,4.260000,0.000000,1773.385,886.544,1,1.349,1772.403,886.553,1843.574,934.532,1760.966,935.462,1705.168,839.904,1784.317,843.484,1.890203,0.835734,1.461055,2.531007,4.255663,0.000200,0.0116162068,0.0116189940,-9.5830021702,0.0009105161,-0.0114715863,8.5556055171,0.0001593093,0.0041942236,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
82,34099459839065,13.6478,1785360868.775,2,1.9900,0.9195,1.8009,0.7871,1.8955,0.8533,125.00,0.0320,0.0030,-0.0158,-0.0279,0.0279,-5.59,-0.097610,1.0000,0.0043,0.5051,0.2309,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011885,0.514870,101,102,4.774870,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.491,750.396,1,1.015,73.179,751.492,65.646,791.122,8.861,779.562,79.991,716.647,134.195,723.002,-2.863321,0.622780,1.810369,3.444401,-0.002313,0.003223,1,4.260000,0.000000,1773.268,886.495,1,1.219,1772.393,886.553,1843.506,934.534,1760.714,935.254,1705.394,840.073,1784.345,843.473,1.894135,0.837483,1.464113,2.536288,4.255468,0.000291,0.0116677118,0.0117396248,-9.6777301086,0.0009168604,-0.0115441057,8.6085750248,0.0001581212,0.0042239835,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
83,34099632895804,13.8208,1785360868.915,2,1.9607,0.9121,1.8030,0.7911,1.8818,0.8516,127.50,,,,,,,,1.0000,0.0034,0.5051,0.1988,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011161,0.487830,101,102,4.747830,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.277,751.195,1,0.817,73.297,751.818,65.666,791.549,8.782,780.311,79.835,716.426,134.865,723.391,-2.843134,0.619457,1.797833,3.420429,-0.000678,0.000977,1,4.260000,0.000000,1773.123,886.278,1,1.060,1772.437,886.547,1843.917,934.622,1760.582,935.515,1705.505,840.104,1784.123,843.087,1.887706,0.834575,1.459059,2.527608,4.255421,0.000763,0.0113905377,0.0114400221,-9.4372615752,0.0008891580,-0.0112216223,8.3717452089,0.0001486917,0.0041062873,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
84,34099755251666,13.9432,1785360869.012,2,1.9929,0.9201,1.8026,0.7906,1.8977,0.8554,124.23,0.0039,0.0057,0.0026,-0.0064,0.0064,-1.74,-0.030380,1.0000,0.0033,0.5051,0.2301,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011603,0.496205,101,102,4.756205,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.057,751.292,1,0.866,73.177,751.843,65.453,791.353,8.732,780.448,79.625,716.696,134.834,723.292,-2.846640,0.620219,1.799819,3.424526,-0.001017,0.000662,1,4.260000,0.000000,1773.301,886.501,1,1.402,1772.296,886.571,1843.251,934.434,1760.725,935.457,1705.270,839.884,1784.312,843.638,1.892681,0.836990,1.463174,2.534496,4.255532,0.000283,0.0116226641,0.0117180658,-9.6623740868,0.0009096646,-0.0114815041,8.5660836781,0.0001497028,0.0042183716,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
85,34099858887737,14.0468,1785360869.158,2,1.9867,0.9181,1.8024,0.7851,1.8946,0.8516,125.82,0.0380,0.0025,-0.0202,-0.0323,0.0323,-5.64,-0.098375,1.0000,0.0047,0.5051,0.2272,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011789,0.526123,101,102,4.786123,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.568,750.085,1,1.138,73.154,751.374,65.968,791.117,8.713,779.205,79.765,716.635,134.151,722.883,-2.869534,0.623754,1.814250,3.451782,-0.002968,0.004099,1,4.260000,0.000000,1773.260,886.347,1,1.264,1772.379,886.503,1843.273,934.245,1760.510,935.179,1705.643,840.087,1784.433,843.555,1.899167,0.839598,1.468029,2.543004,4.255635,0.000630,0.0114002198,0.0114313065,-9.4246594239,0.0008990924,-0.0113151280,8.4365147072,0.0001477024,0.0041140074,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
86,34100011436606,14.1994,1785360869.323,2,1.9933,0.9211,1.8028,0.7907,1.8981,0.8559,124.38,0.0112,0.0037,-0.0033,-0.0114,0.0114,-1.48,-0.025839,1.0000,0.0034,0.5051,0.2309,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011662,0.502291,101,102,4.762291,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.043,751.198,1,0.784,73.052,751.801,65.227,791.335,8.828,780.303,79.791,716.546,134.344,723.414,-2.850819,0.620919,1.802219,3.429389,-0.001319,0.000917,1,4.260000,0.000000,1773.247,886.415,1,1.237,1772.385,886.563,1843.493,934.465,1760.560,935.328,1705.480,840.060,1784.378,843.501,1.894529,0.837690,1.464433,2.536834,4.255522,0.000471,0.0115669180,0.0116121655,-9.5767630103,0.0009049225,-0.0114200377,8.5198571506,0.0001566148,0.0041764823,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
87,34100186728476,14.3747,1785360869.508,2,1.9608,0.9120,1.8028,0.7910,1.8818,0.8515,127.45,-0.0304,0.0001,0.0186,0.0241,-0.0241,3.97,0.069350,1.0000,0.0032,0.5051,0.1990,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011152,0.493004,101,102,4.753004,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.215,751.140,1,0.709,73.161,751.747,65.224,791.410,8.607,780.274,80.133,716.277,134.624,723.448,-2.842282,0.618966,1.797032,3.419212,-0.001004,0.001115,1,4.260000,0.000000,1773.318,886.400,1,1.238,1772.482,886.636,1844.134,934.521,1760.547,935.464,1705.254,840.150,1784.470,843.558,1.893989,0.837524,1.463829,2.536028,4.255696,0.000517,0.0116464071,0.0117234089,-9.6667522671,0.0009112806,-0.0114884684,8.5700827634,0.0001563333,0.0042168515,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
88,34100382201896,14.5701,1785360869.656,2,1.9880,0.9179,1.8028,0.7834,1.8954,0.8507,125.99,,,,,,,,1.0000,0.0045,0.5051,0.2288,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011744,0.529778,101,102,4.789778,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.271,750.455,1,1.002,72.946,751.551,65.444,791.165,8.560,779.375,79.764,716.683,133.985,723.321,-2.873082,0.624928,1.816088,3.455909,-0.002760,0.003013,1,4.260000,0.000000,1773.101,886.517,1,1.128,1772.298,886.599,1843.202,934.441,1760.483,935.168,1705.580,840.356,1784.264,843.481,1.899206,0.839941,1.468215,2.543253,4.255076,0.000211,0.0115095516,0.0115831972,-9.5464702565,0.0009077371,-0.0114320234,8.5259411734,0.0001511765,0.0041613662,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
89,34100505702919,14.6936,1785360869.824,2,1.9616,0.9118,1.8025,0.7910,1.8820,0.8514,127.21,0.0051,-0.0007,-0.0037,-0.0036,0.0036,-1.09,-0.018959,1.0000,0.0034,0.5051,0.1997,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011110,0.485274,101,102,4.745274,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.168,751.225,1,0.946,73.357,751.761,65.517,791.485,8.748,780.232,79.765,716.511,135.303,723.246,-2.841504,0.618971,1.796918,3.418506,-0.000898,0.000870,1,4.260000,0.000000,1773.025,886.092,1,0.992,1772.429,886.449,1844.020,934.458,1760.670,935.528,1705.562,840.134,1783.839,842.821,1.886793,0.833939,1.458368,2.526318,4.255437,0.001171,0.0114899418,0.0115631147,-9.5371221555,0.0008967709,-0.0113227219,8.4466210165,0.0001476384,0.0041576288,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
90,34100717102775,14.9050,1785360870.029,2,1.9621,0.9123,1.8023,0.7908,1.8822,0.8516,127.25,-0.0296,0.0021,0.0196,0.0223,-0.0223,2.75,0.047914,1.0000,0.0035,0.5051,0.2008,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011358,0.456369,101,102,4.716369,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.997,751.331,1,1.356,73.705,751.549,65.112,791.490,8.825,780.427,79.849,716.433,136.796,722.404,-2.810962,0.611909,1.778265,3.382036,-0.001078,0.000542,1,4.260000,0.000000,1773.157,886.459,1,1.128,1772.365,886.571,1843.619,934.597,1760.605,935.489,1705.365,840.146,1784.238,843.175,1.889377,0.835454,1.460488,2.529971,4.255269,0.000353,0.0116413636,0.0122433546,-10.0612543779,0.0009122782,-0.0114804328,8.5608415793,0.0001395955,0.0042652803,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
91,34100908281927,15.0962,1785360870.195,2,1.9887,0.9183,1.8026,0.7845,1.8956,0.8514,125.70,,,,,,,,1.0000,0.0034,0.5051,0.2292,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.013459,0.526970,101,102,4.786970,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.097,751.951,1,1.609,74.311,751.648,65.753,791.149,14.000,780.000,79.699,716.711,134.257,722.923,-2.870198,0.625513,1.816919,3.454056,0.000930,-0.001142,1,4.260000,0.000000,1773.319,886.619,1,1.273,1772.390,886.642,1843.215,934.429,1760.639,935.275,1705.540,840.258,1784.513,843.662,1.899224,0.839954,1.468052,2.543177,4.255424,0.000015,0.0113316316,0.0109373253,-9.0653463413,0.0008819671,-0.0110977637,8.2761462685,0.0002002154,0.0039556953,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
92,34101062857727,15.2508,1785360870.386,2,1.9614,0.9122,1.8032,0.7913,1.8823,0.8517,127.40,0.0018,0.0004,-0.0008,-0.0017,0.0017,0.21,0.003593,1.0000,0.0033,0.5051,0.1991,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011193,0.496236,101,102,4.756236,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.293,751.056,1,0.759,73.163,751.784,65.615,791.482,8.583,780.230,79.880,716.380,134.540,723.443,-2.846544,0.620009,1.799730,3.424361,-0.001020,0.001363,1,4.260000,0.000000,1773.266,886.291,1,1.180,1772.487,886.551,1843.870,934.327,1760.710,935.557,1705.516,840.197,1784.239,843.233,1.892795,0.836782,1.462898,2.534353,4.255718,0.000760,0.0113803233,0.0113962265,-9.4016750541,0.0008899837,-0.0112307219,8.3783211646,0.0001488555,0.0041004623,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
93,34101240300573,15.4282,1785360870.503,2,1.9929,0.9193,1.8023,0.7904,1.8976,0.8549,124.07,0.0068,0.0087,0.0034,-0.0105,0.0105,-4.22,-0.073632,1.0000,0.0036,0.5051,0.2300,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011763,0.493888,101,102,4.753888,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.545,750.777,1,0.689,73.197,751.631,65.346,791.368,8.729,780.071,80.547,716.109,134.162,723.382,-2.843894,0.618989,1.798122,3.421129,-0.001100,0.002185,1,4.260000,0.000000,1773.296,886.486,1,1.312,1772.368,886.596,1843.452,934.526,1760.685,935.400,1705.370,839.974,1784.349,843.612,1.893174,0.837190,1.463417,2.535071,4.255539,0.000316,0.0116641085,0.0117541114,-9.6903422691,0.0009134347,-0.0115076692,8.5828810209,0.0001539135,0.0042306191,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
94,34101347391243,15.5353,1785360870.622,2,1.9922,0.9200,1.8024,0.7904,1.8973,0.8552,124.33,0.0381,0.0113,-0.0122,-0.0378,0.0378,-8.89,-0.155235,1.0000,0.0040,0.5051,0.2298,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011731,0.515666,101,102,4.775666,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.342,750.631,1,0.888,73.055,751.604,65.596,791.285,8.859,779.650,79.853,716.461,133.941,723.361,-2.864371,0.623269,1.810794,3.445586,-0.002070,0.002543,1,4.260000,0.000000,1773.247,886.445,1,1.249,1772.377,886.590,1843.400,934.511,1760.577,935.373,1705.525,840.043,1784.359,843.533,1.893863,0.837471,1.463934,2.535976,4.255485,0.000403,0.0113988413,0.0113799956,-9.3875839610,0.0008948231,-0.0112731474,8.4079107710,0.0001529661,0.0041004353,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
95,34101464340566,15.6523,1785360870.754,2,1.9601,0.9119,1.8020,0.7912,1.8811,0.8515,127.36,-0.0374,-0.0063,0.0176,0.0335,-0.0335,6.97,0.121603,1.0000,0.0038,0.5051,0.1988,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011270,0.481807,101,102,4.741807,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.971,751.186,1,0.951,73.160,751.723,65.130,791.492,8.631,780.168,79.730,716.447,135.058,723.219,-2.840840,0.618579,1.796118,3.417462,-0.001553,0.000935,1,4.260000,0.000000,1772.912,886.153,1,0.972,1772.300,886.434,1843.906,934.621,1760.604,935.464,1705.345,840.025,1783.733,842.802,1.883930,0.832777,1.456400,2.522659,4.255115,0.001011,0.0115720046,0.0117651371,-9.6923505942,0.0009030954,-0.0113982534,8.5025026525,0.0001507798,0.0041958022,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
96,34101652173716,15.8401,1785360870.968,2,1.9599,0.9114,1.8021,0.7911,1.8810,0.8512,127.32,-0.0465,-0.0109,0.0195,0.0436,-0.0436,8.55,0.149225,1.0000,0.0035,0.5051,0.1984,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011167,0.481483,101,102,4.741483,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.307,751.174,1,0.753,73.304,751.767,65.592,791.507,8.806,780.393,79.983,716.273,134.805,723.314,-2.837774,0.618140,1.794457,3.413962,-0.000654,0.001042,1,4.260000,0.000000,1773.035,886.296,1,0.988,1772.377,886.492,1843.848,934.523,1760.642,935.538,1705.402,840.233,1783.982,842.802,1.886859,0.834131,1.458519,2.526517,4.255207,0.000706,0.0113707070,0.0113820635,-9.3918026490,0.0008858551,-0.0111806736,8.3406756778,0.0001515756,0.0040895614,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
97,34101814827549,16.0027,1785360871.090,2,1.9895,0.9173,1.8021,0.7845,1.8958,0.8509,125.32,,,,,,,,1.0000,0.0039,0.5051,0.2297,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011995,0.512045,101,102,4.772045,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.148,750.765,1,0.832,72.936,751.621,65.287,791.064,8.717,780.019,79.809,716.611,133.925,723.169,-2.858857,0.622043,1.807078,3.438827,-0.002238,0.002133,1,4.260000,0.000000,1773.307,886.548,1,1.244,1772.412,886.606,1843.373,934.489,1760.711,935.313,1705.511,840.162,1784.413,843.549,1.896029,0.838429,1.465540,2.538838,4.255486,0.000176,0.0115984213,0.0116559200,-9.6085748748,0.0009099273,-0.0114652823,8.5515808484,0.0001610079,0.0041843175,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
98,34101941206922,16.1291,1785360871.236,2,1.9603,0.9119,1.8016,0.7910,1.8810,0.8514,127.31,0.0008,-0.0002,-0.0006,-0.0005,0.0005,-0.03,-0.000474,1.0000,0.0036,0.5051,0.1996,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011586,0.490288,101,102,4.750288,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.063,751.249,1,0.793,73.106,751.826,65.395,791.515,8.856,780.414,79.695,716.421,134.477,723.352,-2.843187,0.619366,1.797499,3.420282,-0.001123,0.000782,1,4.260000,0.000000,1772.980,886.158,1,0.982,1772.416,886.569,1843.723,934.586,1760.504,935.465,1705.882,840.224,1783.874,843.104,1.890227,0.835768,1.461048,2.531033,4.255258,0.001013,0.0113132136,0.0113166038,-9.3368737207,0.0008830450,-0.0111447817,8.3146992781,0.0001493162,0.0040662298,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
