frame,host_monotonic_ns,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_port_m_s,v_starboard_m_s,r_deg_s,r_rad_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
474,34155460715482,69.6486,1785360924.750,2,3.5337,0.9870,3.5170,0.7996,3.5253,0.8933,174.92,-0.0163,0.0112,0.0173,-0.0097,0.0097,0.03,0.000576,1.0000,0.0033,0.5051,0.1882,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010771,0.462824,101,102,4.722824,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.183,751.171,1,1.196,73.663,751.561,65.618,791.526,8.612,780.415,79.713,716.340,136.506,722.494,-2.814279,0.612640,1.780284,3.385986,-0.001005,0.001021,1,4.260000,0.000000,1773.227,886.347,1,1.056,1772.536,886.599,1843.943,934.592,1760.560,935.410,1705.666,840.253,1784.355,843.248,1.892517,0.836724,1.462588,2.533948,4.255564,0.000624,0.0114275286,0.0115918347,-9.5553521643,0.0008946697,-0.0112659619,8.4015909847,0.0001325545,0.0041605211,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
475,34155618366108,69.8063,1785360924.899,2,3.5304,0.9872,3.5130,0.7995,3.5217,0.8934,174.73,-0.0207,0.0046,0.0210,-0.0027,0.0027,-0.54,-0.009444,1.0000,0.0031,0.5051,0.1885,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011017,0.493830,101,102,4.753830,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.169,751.137,1,0.828,73.156,751.806,65.700,791.456,8.499,780.334,79.580,716.522,134.784,723.318,-2.845244,0.619786,1.798896,3.422803,-0.001142,0.001113,1,4.260000,0.000000,1773.408,886.388,1,1.184,1772.607,886.605,1844.148,934.535,1760.761,935.529,1705.467,840.147,1784.484,843.349,1.891674,0.836287,1.461801,2.532720,4.255907,0.000562,0.0114585525,0.0115001723,-9.4856691283,0.0008962526,-0.0113078115,8.4360606549,0.0001485969,0.0041401219,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
476,34155742763029,69.9307,1785360924.998,2,3.5257,0.9878,3.5091,0.8018,3.5174,0.8948,174.92,-0.0257,0.0049,0.0260,-0.0026,0.0026,-0.21,-0.003584,1.0000,0.0041,0.5051,0.1867,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010970,0.466469,101,102,4.726469,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.158,751.060,1,1.286,73.638,751.525,65.571,791.436,8.606,780.243,79.649,716.521,136.506,722.422,-2.820366,0.613839,1.784087,3.393263,-0.001384,0.001321,1,4.260000,0.000000,1772.688,886.127,1,1.004,1772.101,886.518,1843.838,934.445,1760.569,935.470,1705.169,840.276,1783.265,843.061,1.889843,0.835816,1.461353,2.530938,4.254657,0.001030,0.0116717843,0.0118709191,-9.7824057872,0.0009147877,-0.0115199850,8.5906217316,0.0001336476,0.0042771808,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
477,34155839422444,70.0273,1785360925.095,2,3.5227,0.9898,3.5065,0.8025,3.5146,0.8961,175.07,-0.0295,0.0093,0.0302,-0.0067,0.0067,0.83,0.014484,1.0000,0.0034,0.5051,0.1880,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011226,0.490836,101,102,4.750836,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.172,751.106,1,0.815,73.122,751.802,65.656,791.466,8.592,780.307,79.616,716.497,134.590,723.334,-2.846543,0.620034,1.799651,3.424324,-0.001220,0.001200,1,4.260000,0.000000,1773.221,886.293,1,1.241,1772.367,886.465,1843.846,934.477,1760.733,935.500,1705.160,839.858,1784.156,843.205,1.887207,0.834230,1.458807,2.526976,4.255617,0.000747,0.0114805150,0.0115033936,-9.4893086046,0.0008959036,-0.0113127921,8.4397741407,0.0001506973,0.0041455248,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
478,34155946950922,70.1349,1785360925.204,2,3.5208,0.9915,3.5065,0.8028,3.5137,0.8972,175.66,-0.0266,0.0108,0.0273,-0.0088,0.0088,2.02,0.035333,1.0000,0.0034,0.5051,0.1893,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011019,0.486974,101,102,4.746974,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.021,751.299,1,0.967,73.262,751.795,65.568,791.368,8.642,780.414,79.459,716.688,135.274,723.145,-2.842505,0.619229,1.797368,3.419621,-0.001100,0.000636,1,4.260000,0.000000,1773.142,886.295,1,1.077,1772.424,886.513,1844.120,934.589,1760.653,935.483,1705.244,840.097,1784.119,843.057,1.887496,0.834415,1.458921,2.527319,4.255441,0.000727,0.0117854879,0.0119393658,-9.8409691379,0.0009205286,-0.0116200314,8.6687832646,0.0001530080,0.0042933454,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
479,34156044901051,70.2328,1785360925.302,2,3.5194,0.9906,3.5052,0.8053,3.5123,0.8979,175.62,-0.0202,0.0106,0.0210,-0.0090,0.0090,2.43,0.042396,1.0000,0.0033,0.5051,0.1858,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011128,0.494191,101,102,4.754191,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.032,751.272,1,0.747,73.089,751.795,65.228,791.413,8.668,780.342,79.817,716.373,134.603,723.463,-2.844729,0.619599,1.798442,3.422102,-0.001143,0.000712,1,4.260000,0.000000,1773.225,886.284,1,1.183,1772.413,886.467,1843.901,934.293,1760.545,935.410,1705.270,840.122,1784.356,843.158,1.892641,0.836588,1.462920,2.534188,4.255638,0.000768,0.0115323817,0.0115847672,-9.5538868747,0.0009003566,-0.0113697480,8.4822774792,0.0001566044,0.0041602129,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
480,34156149578639,70.3375,1785360925.439,2,3.5175,0.9922,3.5039,0.8050,3.5107,0.8986,175.85,-0.0155,0.0090,0.0161,-0.0079,0.0079,2.32,0.040564,1.0000,0.0042,0.5051,0.1876,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011049,0.463104,101,102,4.723104,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.051,751.167,1,1.202,73.518,751.574,65.388,791.434,8.579,780.345,79.653,716.470,136.253,722.563,-2.821088,0.614064,1.784315,3.394023,-0.001386,0.001005,1,4.260000,0.000000,1772.550,886.067,1,0.897,1772.039,886.440,1843.895,934.578,1760.559,935.389,1705.079,840.190,1783.063,842.819,1.885617,0.833825,1.458204,2.525307,4.254430,0.001144,0.0117479755,0.0119682416,-9.8603877239,0.0009185662,-0.0115779045,8.6344763234,0.0001379457,0.0043064528,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
481,34156294868648,70.4828,1785360925.552,2,3.5177,0.9930,3.5020,0.8056,3.5099,0.8993,175.21,-0.0122,0.0068,0.0127,-0.0058,0.0058,-0.23,-0.004000,1.0000,0.0033,0.5051,0.1881,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011195,0.495684,101,102,4.755684,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.108,751.114,1,0.797,73.083,751.770,65.569,791.419,8.625,780.172,79.596,716.431,134.515,723.442,-2.850849,0.620851,1.802298,3.429443,-0.001373,0.001164,1,4.260000,0.000000,1773.321,886.318,1,1.198,1772.505,886.508,1844.011,934.538,1760.817,935.528,1705.335,839.943,1784.278,843.197,1.887609,0.834364,1.458854,2.527348,4.255805,0.000707,0.0113971882,0.0114595239,-9.4493824406,0.0008907167,-0.0112408500,8.3856890172,0.0001509280,0.0041065618,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
482,34156397092419,70.5850,1785360925.656,2,3.5147,0.9929,3.4997,0.8057,3.5072,0.8993,175.41,-0.0132,0.0044,0.0135,-0.0033,0.0033,-1.28,-0.022400,1.0000,0.0032,0.5051,0.1878,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011256,0.489101,101,102,4.749101,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.955,751.317,1,0.785,73.099,751.773,65.160,791.362,8.626,780.448,79.752,716.397,134.794,723.314,-2.840143,0.618537,1.795562,3.416583,-0.001232,0.000570,1,4.260000,0.000000,1773.279,886.256,1,1.158,1772.515,886.517,1844.006,934.390,1760.668,935.453,1705.489,840.121,1784.308,843.230,1.892246,0.836423,1.462419,2.533548,4.255790,0.000843,0.0115804539,0.0116609365,-9.6145808027,0.0009043917,-0.0114155277,8.5161443607,0.0001544508,0.0041890812,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
483,34156503025510,70.6909,1785360925.801,2,3.5124,0.9933,3.4982,0.8058,3.5053,0.8995,175.66,-0.0189,0.0023,0.0190,-0.0009,0.0009,0.87,0.015197,1.0000,0.0034,0.5051,0.1880,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,0,world_rms>0.050,2-tag corner homography,0.106062,0.487825,101,102,4.747825,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.075,751.241,1,0.829,73.168,751.792,65.419,791.464,8.738,780.352,79.699,716.441,134.773,723.324,-2.842899,0.619243,1.797436,3.419987,-0.001110,0.000807,1,4.260000,0.000000,1773.136,886.196,1,1.177,1772.355,886.445,1843.840,934.391,1760.584,935.509,1705.286,839.948,1784.110,843.079,1.887983,0.834536,1.459430,2.528016,4.255551,0.000953,0.0154697457,0.0018988699,-2.5480168543,0.0003921611,-0.0052769293,3.9578545024,0.0002952525,0.0053168200,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
484,34156650896591,70.8388,1785360925.955,2,3.5097,0.9951,3.4966,0.8058,3.5031,0.9004,176.05,-0.0165,0.0041,0.0168,-0.0029,0.0029,2.12,0.036999,1.0000,0.0036,0.5051,0.1898,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010991,0.486592,101,102,4.746592,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.328,751.200,1,0.752,73.325,751.799,65.837,791.489,8.655,780.403,79.809,716.340,134.947,723.376,-2.840424,0.618827,1.796173,3.417191,-0.000522,0.000974,1,4.260000,0.000000,1773.026,886.352,1,1.031,1772.321,886.508,1843.742,934.526,1760.593,935.426,1705.318,840.227,1784.014,842.982,1.889334,0.835328,1.460539,2.529927,4.255117,0.000575,0.0113279543,0.0113408905,-9.3582089162,0.0008846629,-0.0111661092,8.3301447578,0.0001446531,0.0040824047,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
485,34156798315373,70.9862,1785360926.077,2,3.5089,0.9939,3.4951,0.8071,3.5020,0.9005,175.77,-0.0124,0.0036,0.0126,-0.0027,0.0027,0.82,0.014228,1.0000,0.0033,0.5051,0.1873,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.010811,0.485044,101,102,4.745044,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.098,751.222,1,1.060,73.442,751.671,65.550,791.441,8.609,780.235,79.618,716.476,135.835,722.996,-2.834154,0.617153,1.792432,3.409710,-0.001101,0.000863,1,4.260000,0.000000,1773.230,886.278,1,1.146,1772.464,886.512,1843.874,934.327,1760.570,935.386,1705.486,840.201,1784.326,843.235,1.894394,0.837418,1.464177,2.536496,4.255655,0.000783,0.0114765264,0.0115676864,-9.5394514003,0.0008990222,-0.0113388699,8.4575655661,0.0001397274,0.0041676586,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
486,34156924483843,71.1124,1785360926.256,2,3.5052,0.9949,3.4949,0.8078,3.5001,0.9014,176.86,-0.0115,0.0034,0.0117,-0.0028,0.0028,2.22,0.038746,1.0000,0.0035,0.5051,0.1874,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011130,0.496845,101,102,4.756845,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.970,751.322,1,0.930,73.112,751.907,65.564,791.559,8.713,780.283,79.341,716.710,134.786,723.462,-2.851770,0.621487,1.802937,3.430659,-0.001174,0.000560,1,4.260000,0.000000,1773.035,886.152,1,1.043,1772.354,886.399,1843.837,934.383,1760.566,935.429,1705.393,840.075,1783.995,842.839,1.887871,0.834376,1.459346,2.527831,4.255384,0.001035,0.0114550403,0.0113690029,-9.3874127227,0.0008925219,-0.0112885543,8.4232204631,0.0001506996,0.0041290861,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
487,34157099452759,71.2874,1785360926.372,2,3.5038,0.9950,3.4925,0.8083,3.4982,0.9017,176.53,-0.0125,0.0035,0.0127,-0.0028,0.0028,2.25,0.039289,1.0000,0.0033,0.5051,0.1871,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.012094,0.488744,101,102,4.748744,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.047,751.238,1,0.896,73.197,751.780,65.464,791.409,8.680,780.400,79.594,716.559,134.979,723.179,-2.841483,0.618917,1.796597,3.418310,-0.001196,0.000808,1,4.260000,0.000000,1773.218,886.300,1,1.169,1772.414,886.466,1843.769,934.374,1760.720,935.444,1705.358,840.061,1784.200,843.116,1.890444,0.835614,1.461220,2.531244,4.255600,0.000729,0.0115593797,0.0122401183,-10.0496303166,0.0009061770,-0.0114283780,8.5248185565,0.0001507229,0.0042071748,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
488,34157226426607,71.4143,1785360926.557,2,3.5000,0.9957,3.4899,0.8103,3.4950,0.9030,176.87,-0.0153,0.0046,0.0156,-0.0037,0.0037,0.62,0.010840,1.0000,0.0035,0.5051,0.1857,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011122,0.487882,101,102,4.747882,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.143,751.078,1,0.862,73.151,751.750,65.576,791.483,8.506,780.320,79.627,716.450,134.831,723.171,-2.840356,0.618549,1.795796,3.416886,-0.001376,0.001269,1,4.260000,0.000000,1773.224,886.443,1,1.178,1772.395,886.558,1843.773,934.535,1760.667,935.449,1705.264,840.116,1784.286,843.269,1.890747,0.835993,1.461490,2.531751,4.255435,0.000402,0.0114517571,0.0114892939,-9.4763599365,0.0008951561,-0.0112921553,8.4237519877,0.0001469818,0.0041395245,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
489,34157411830674,71.5998,1785360926.711,2,3.4995,0.9949,3.4888,0.8091,3.4941,0.9020,176.69,-0.0127,0.0014,0.0128,-0.0006,0.0006,0.45,0.007813,1.0000,0.0034,0.5051,0.1861,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,0,world_rms>0.050,2-tag corner homography,0.176101,0.488921,101,102,4.748921,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.201,751.042,1,0.822,73.187,751.703,65.527,791.450,8.433,780.224,79.792,716.331,134.915,723.236,-2.840055,0.618366,1.795675,3.416539,-0.001317,0.001382,1,4.260000,0.000000,1773.276,886.377,1,1.281,1772.383,886.532,1843.612,934.420,1760.562,935.436,1705.339,839.974,1784.410,843.415,1.892143,0.836559,1.462592,2.533616,4.255632,0.000563,4.6400406224,8.6089135464,-6798.7661078167,-0.2331804555,2.9969190018,-2238.0042615179,0.0236697812,2.3531942317,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
490,34157570168525,71.7581,1785360926.874,2,3.4952,0.9983,3.4874,0.8100,3.4913,0.9041,177.62,-0.0110,0.0028,0.0111,-0.0023,0.0023,1.71,0.029837,1.0000,0.0034,0.5051,0.1884,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.012004,0.490253,101,102,4.750253,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.064,751.202,1,0.811,73.157,751.738,65.323,791.414,8.568,780.255,79.772,716.353,134.890,723.351,-2.842474,0.618978,1.797146,3.419434,-0.001251,0.000912,1,4.260000,0.000000,1773.249,886.461,1,1.181,1772.408,886.551,1843.833,934.552,1760.613,935.408,1705.212,840.107,1784.398,843.275,1.890939,0.836046,1.461614,2.531984,4.255468,0.000365,0.0117163797,0.0124760313,-10.2374379313,0.0009202835,-0.0115947793,8.6483002820,0.0001500838,0.0042876517,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
491,34157729388175,71.9173,1785360926.999,2,3.4932,0.9958,3.4848,0.8098,3.4890,0.9028,177.41,-0.0151,0.0026,0.0152,-0.0019,0.0019,2.12,0.037051,1.0000,0.0035,0.5051,0.1862,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011200,0.489197,101,102,4.749197,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.097,751.273,1,0.776,73.168,751.807,65.474,791.467,8.627,780.380,79.714,716.383,134.807,723.412,-2.842490,0.619199,1.797178,3.419504,-0.000961,0.000724,1,4.260000,0.000000,1773.094,886.338,1,1.087,1772.353,886.507,1843.608,934.425,1760.657,935.504,1705.441,840.200,1784.056,843.004,1.889844,0.835514,1.460872,2.530561,4.255283,0.000621,0.0113658348,0.0114826433,-9.4659340630,0.0008881430,-0.0112109062,8.3637088009,0.0001471638,0.0040999846,1.0000000000,0.0115251996,0.0115705001,-9.5390451141,0.0009065523,-0.0114097207,8.5085477417,0.0001519167,0.0041759508,1.0000000000
