frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method
613,72.0583,1785357156.548,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
614,72.1964,1785357156.740,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
615,72.3780,1785357156.871,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
616,72.5200,1785357157.008,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
617,72.6453,1785357157.147,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
618,72.7942,1785357157.285,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
619,72.9238,1785357157.437,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
620,73.0703,1785357157.559,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
621,73.2181,1785357157.704,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
622,73.3438,1785357157.837,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
623,73.4722,1785357157.954,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
624,73.5876,1785357158.067,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
625,73.7056,1785357158.241,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
626,73.8745,1785357158.369,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
627,74.0146,1785357158.494,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
628,74.1305,1785357158.635,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
629,74.2725,1785357158.811,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
630,74.4408,1785357158.936,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
631,74.5918,1785357159.081,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
632,74.7139,1785357159.224,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
633,74.8728,1785357159.377,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
634,75.0470,1785357159.563,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
635,75.2197,1785357159.757,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
636,75.3953,1785357159.870,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
637,75.5035,1785357159.992,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
638,75.6337,1785357160.162,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
639,75.8119,1785357160.312,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
640,75.9492,1785357160.416,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
641,76.0475,1785357160.532,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
642,76.1797,1785357160.674,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
643,76.3140,1785357160.804,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
644,76.4379,1785357160.933,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
645,76.5802,1785357161.072,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
646,76.7065,1785357161.206,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
647,76.8499,1785357161.346,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
648,76.9821,1785357161.486,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
649,77.1339,1785357161.625,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
650,77.2606,1785357161.746,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
651,77.3892,1785357161.865,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
652,77.5147,1785357161.989,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
653,77.6254,1785357162.086,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
654,77.7216,1785357162.185,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
655,77.8154,1785357162.299,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
656,77.9339,1785357162.409,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
657,78.0391,1785357162.501,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
658,78.1307,1785357162.611,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
659,78.2530,1785357162.729,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
660,78.3660,1785357162.841,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
661,78.4795,1785357162.970,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
662,78.6017,1785357163.064,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
663,78.6938,1785357163.154,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
664,78.7839,1785357163.243,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
665,78.8734,1785357163.333,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
666,78.9684,1785357163.428,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
667,79.0580,1785357163.520,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
668,79.1494,1785357163.609,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
669,79.2392,1785357163.730,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
670,79.3668,1785357163.845,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
671,79.4905,1785357163.960,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
672,79.6031,1785357164.073,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
673,79.7096,1785357164.170,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
674,79.8043,1785357164.269,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
675,79.9090,1785357164.380,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
676,80.0156,1785357164.475,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
677,80.1116,1785357164.573,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
678,80.2061,1785357164.665,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
679,80.3014,1785357164.761,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
680,80.3969,1785357164.856,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
681,80.4918,1785357164.954,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
682,80.5897,1785357165.049,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
683,80.6853,1785357165.144,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
684,80.7801,1785357165.257,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
685,80.8873,1785357165.346,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
686,80.9778,1785357165.437,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
687,81.0672,1785357165.527,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
688,81.1561,1785357165.616,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
689,81.2457,1785357165.705,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
690,81.3342,1785357165.794,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
691,81.4235,1785357165.882,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
692,81.5108,1785357165.971,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
693,81.6000,1785357166.059,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
694,81.6883,1785357166.147,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
695,81.7764,1785357166.235,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
696,81.8690,1785357166.330,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
697,81.9592,1785357166.418,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
698,82.0478,1785357166.507,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
699,82.1367,1785357166.597,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
700,82.2362,1785357166.706,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
701,82.3398,1785357166.802,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
702,82.4372,1785357166.896,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
703,82.5322,1785357166.992,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
704,82.6278,1785357167.088,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
705,82.7235,1785357167.183,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
706,82.8142,1785357167.274,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
707,82.9032,1785357167.362,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
708,82.9916,1785357167.451,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
709,83.0808,1785357167.540,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
710,83.1698,1785357167.629,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
711,83.2587,1785357167.718,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
712,83.3472,1785357167.807,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
713,83.4359,1785357167.895,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
714,83.5248,1785357167.984,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
715,83.6136,1785357168.078,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
716,83.7210,1785357168.188,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
717,83.8242,1785357168.283,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
718,83.9149,1785357168.374,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
719,84.0098,1785357168.469,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
720,84.1047,1785357168.564,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
721,84.1998,1785357168.659,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
722,84.2950,1785357168.754,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
723,84.3877,1785357168.847,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
724,84.4834,1785357168.948,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
725,84.5905,1785357169.058,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
726,84.6936,1785357169.153,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
727,84.7910,1785357169.259,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
728,84.8937,1785357169.358,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
729,84.9939,1785357169.453,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
730,85.0892,1785357169.550,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
731,85.1856,1785357169.645,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
732,85.2812,1785357169.740,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
733,85.3764,1785357169.836,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
734,85.4715,1785357169.931,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
735,85.5668,1785357170.026,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
736,85.6659,1785357170.132,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
737,85.7676,1785357170.227,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
738,85.8632,1785357170.323,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
739,85.9591,1785357170.418,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
740,86.0542,1785357170.514,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
741,86.1506,1785357170.612,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
742,86.2551,1785357170.721,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
743,86.3646,1785357170.838,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
744,86.4742,1785357170.934,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
745,86.5696,1785357171.029,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
746,86.6648,1785357171.124,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
747,86.7602,1785357171.220,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
748,86.8564,1785357171.316,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
749,86.9453,1785357171.404,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
750,87.0340,1785357171.493,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
751,87.1232,1785357171.582,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
752,87.2116,1785357171.673,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
753,87.3024,1785357171.762,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
754,87.3914,1785357171.851,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
755,87.4802,1785357171.939,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
756,87.5688,1785357172.028,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
757,87.6574,1785357172.117,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
758,87.7466,1785357172.211,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
759,87.8404,1785357172.301,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
760,87.9308,1785357172.391,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
761,88.0204,1785357172.479,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
762,88.1095,1785357172.574,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
763,88.2091,1785357172.678,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
764,88.3079,1785357172.768,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
765,88.4039,1785357172.864,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
766,88.4955,1785357172.958,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
767,88.5884,1785357173.049,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
768,88.6806,1785357173.156,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
769,88.7874,1785357173.250,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
770,88.8823,1785357173.350,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
771,88.9825,1785357173.462,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
772,89.0982,1785357173.569,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
773,89.2014,1785357173.661,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
774,89.2976,1785357173.757,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
775,89.3873,1785357173.849,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
776,89.4817,1785357173.942,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
777,89.5783,1785357174.043,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
778,89.6788,1785357174.139,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
779,89.7700,1785357174.229,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
780,89.8603,1785357174.319,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
781,89.9488,1785357174.409,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
782,90.0435,1785357174.519,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
783,90.1535,1785357174.620,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
784,90.2525,1785357174.722,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
785,90.3613,1785357174.823,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
786,90.4786,1785357174.942,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
787,90.5774,1785357175.039,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
788,90.6750,1785357175.150,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
789,90.7968,1785357175.280,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
790,90.9147,1785357175.388,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
791,91.0197,1785357175.479,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
792,91.1096,1785357175.579,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
793,91.2092,1785357175.675,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
794,91.3118,1785357175.773,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
795,91.4088,1785357175.883,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
796,91.5197,1785357175.980,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
797,91.6161,1785357176.076,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
798,91.7120,1785357176.177,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
799,91.8082,1785357176.268,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
800,91.9039,1785357176.373,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
801,92.0213,1785357176.515,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
802,92.1610,1785357176.638,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
803,92.2781,1785357176.745,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
804,92.3811,1785357176.840,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
805,92.4771,1785357176.937,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
806,92.5762,1785357177.059,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
807,92.6892,1785357177.161,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
808,92.8024,1785357177.277,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
809,92.9086,1785357177.384,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
810,93.0232,1785357177.486,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
811,93.1224,1785357177.584,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
812,93.2158,1785357177.677,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
813,93.3130,1785357177.775,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
814,93.4115,1785357177.871,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
815,93.5073,1785357177.966,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
816,93.6024,1785357178.062,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
817,93.6979,1785357178.157,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
818,93.7920,1785357178.251,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
819,93.8811,1785357178.340,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
820,93.9697,1785357178.429,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
821,94.0590,1785357178.520,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
822,94.1559,1785357178.631,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
823,94.2610,1785357178.720,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
824,94.3498,1785357178.809,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
825,94.4383,1785357178.897,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
826,94.5269,1785357178.990,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
827,94.6197,1785357179.079,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
828,94.7089,1785357179.168,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
829,94.7982,1785357179.257,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
830,94.8866,1785357179.346,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
831,94.9756,1785357179.435,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
832,95.0647,1785357179.526,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
833,95.1556,1785357179.617,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
834,95.2488,1785357179.724,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
835,95.3548,1785357179.814,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
836,95.4440,1785357179.904,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
837,95.5327,1785357179.994,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
838,95.6238,1785357180.084,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
839,95.7225,1785357180.192,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
840,95.8382,1785357180.336,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
841,95.9782,1785357180.440,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
842,96.0755,1785357180.535,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
843,96.1708,1785357180.631,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
844,96.2663,1785357180.726,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
845,96.3550,1785357180.815,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
846,96.4518,1785357180.928,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
847,96.5605,1785357181.035,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
848,96.6731,1785357181.134,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
849,96.7698,1785357181.237,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
850,96.8728,1785357181.337,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
851,96.9997,1785357181.488,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
852,97.1178,1785357181.578,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
853,97.2119,1785357181.687,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
854,97.3166,1785357181.776,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
855,97.4059,1785357181.866,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
856,97.4960,1785357181.956,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
857,97.5950,1785357182.062,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
858,97.7019,1785357182.173,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
859,97.8140,1785357182.280,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
860,97.9203,1785357182.385,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
861,98.0211,1785357182.481,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
862,98.1175,1785357182.582,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
863,98.2195,1785357182.689,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
864,98.3256,1785357182.789,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
865,98.4250,1785357182.886,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
866,98.5283,1785357182.993,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
867,98.6295,1785357183.110,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
868,98.7474,1785357183.226,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
869,98.8639,1785357183.324,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
870,98.9546,1785357183.414,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
871,99.0441,1785357183.503,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
872,99.1341,1785357183.596,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
873,99.2272,1785357183.687,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
874,99.3171,1785357183.778,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
875,99.4071,1785357183.870,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
876,99.4997,1785357183.959,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
877,99.5889,1785357184.049,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
878,99.6829,1785357184.160,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
879,99.7915,1785357184.252,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
880,99.8826,1785357184.342,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
881,99.9724,1785357184.432,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
882,100.0615,1785357184.525,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
883,100.1554,1785357184.620,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
884,100.2491,1785357184.708,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
885,100.3378,1785357184.800,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
886,100.4305,1785357184.890,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
887,100.5204,1785357184.980,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
888,100.6139,1785357185.082,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
889,100.7132,1785357185.173,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
890,100.8038,1785357185.268,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
891,100.8969,1785357185.356,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
892,100.9868,1785357185.446,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
893,101.0761,1785357185.537,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
894,101.1672,1785357185.628,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
895,101.2587,1785357185.724,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
896,101.3545,1785357185.816,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
897,101.4464,1785357185.912,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
898,101.5513,1785357186.019,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
899,101.6564,1785357186.118,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
900,101.7533,1785357186.220,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
901,101.8511,1785357186.310,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
902,101.9440,1785357186.404,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
903,102.0395,1785357186.501,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
904,102.1378,1785357186.598,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
905,102.2284,1785357186.694,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
906,102.3401,1785357186.802,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
907,102.4346,1785357186.895,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
908,102.5366,1785357187.006,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
909,102.6368,1785357187.097,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
910,102.7270,1785357187.187,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
911,102.8174,1785357187.281,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
912,102.9112,1785357187.371,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
913,103.0048,1785357187.465,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
914,103.0946,1785357187.554,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
915,103.1845,1785357187.644,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
916,103.2741,1785357187.733,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
917,103.3638,1785357187.828,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
918,103.4661,1785357187.938,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
919,103.5754,1785357188.033,1,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
920,103.6691,1785357188.132,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none
