frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
131,14.3300,1785358766.458,2,2.3909,1.1625,2.2039,1.1184,2.2974,1.1405,13.28,-0.0001,-0.0016,-0.0005,-0.0016,-0.51,1.0000,0.0021,0.5076,0.1921,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011446,0.486241,101,102,4.746241,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.929,751.184,1,1.231,73.473,751.523,65.425,791.387,9.266,780.090,79.427,716.372,135.699,722.685,-2.833454,0.616573,1.792049,3.408821,-0.002353,0.001168,1,4.260000,0.000000,1773.322,886.546,1,1.261,1772.428,886.637,1843.254,934.427,1760.824,935.430,1705.646,840.211,1784.314,843.556,1.896349,0.838630,1.465757,2.539268,4.261337,0.000396,0.0112987442,0.0113319049,-9.3480155539,0.0008869866,-0.0111625442,8.3241298826,0.0001366946,0.0040852673,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
132,14.4393,1785358766.596,2,2.3900,1.1624,2.2028,1.1189,2.2964,1.1407,13.10,-0.0017,-0.0010,-0.0019,-0.0006,-0.29,1.0000,0.0029,0.5076,0.1921,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011479,0.514809,101,102,4.774809,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.818,750.970,1,1.087,73.011,751.627,65.494,791.397,8.865,779.629,79.054,716.548,134.620,723.275,-2.862413,0.622883,1.809471,3.443193,-0.003256,0.001730,1,4.260000,0.000000,1773.373,886.433,1,1.284,1772.475,886.562,1843.249,934.378,1760.875,935.397,1705.758,840.039,1784.327,843.514,1.895078,0.837831,1.464685,2.537437,4.261590,0.000666,0.0111639320,0.0111261647,-9.1792562517,0.0008780336,-0.0110671410,8.2546192643,0.0001368146,0.0040184039,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
133,14.5833,1785358766.709,2,2.3921,1.1631,2.2036,1.1188,2.2979,1.1410,13.22,0.0013,0.0012,0.0015,0.0009,-0.20,1.0000,0.0034,0.5076,0.1936,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011532,0.500277,101,102,4.760277,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.124,750.608,1,1.214,73.291,751.392,65.704,791.382,8.882,779.499,79.354,716.378,135.167,722.706,-2.847999,0.619220,1.800899,3.426043,-0.003415,0.002791,1,4.260000,0.000000,1773.285,886.332,1,1.187,1772.504,886.586,1843.282,934.371,1760.890,935.453,1706.011,840.164,1784.111,843.426,1.895359,0.837984,1.464846,2.537790,4.261522,0.000880,0.0111275894,0.0111404959,-9.1879420800,0.0008762562,-0.0110222850,8.2182089340,0.0001297160,0.0040166446,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
134,14.7034,1785358766.882,2,2.3920,1.1625,2.2041,1.1185,2.2980,1.1405,13.18,0.0047,-0.0000,0.0045,-0.0011,0.17,1.0000,0.0027,0.5076,0.1930,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011947,0.495877,101,102,4.755877,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.895,750.970,1,1.016,73.074,751.570,65.233,791.387,9.147,780.142,79.454,716.370,134.484,722.785,-2.840341,0.617949,1.795639,3.416682,-0.003044,0.001749,1,4.260000,0.000000,1773.421,886.520,1,1.203,1772.584,886.662,1843.260,934.410,1760.831,935.383,1706.041,840.315,1784.486,843.571,1.899019,0.839701,1.467520,2.542634,4.261587,0.000475,0.0112515517,0.0112074980,-9.2472370007,0.0008819431,-0.0111042703,8.2815461042,0.0001461723,0.0040420252,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
135,14.8584,1785358766.983,2,2.3934,1.1623,2.2042,1.1178,2.2988,1.1400,13.22,0.0037,-0.0026,0.0030,-0.0034,0.03,1.0000,0.0032,0.5076,0.1944,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011831,0.501619,101,102,4.761619,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.922,750.783,1,1.038,72.958,751.564,65.360,791.434,8.637,779.992,79.311,716.433,134.501,722.803,-2.843107,0.618456,1.797164,3.419875,-0.003490,0.002267,1,4.260000,0.000000,1773.424,886.549,1,1.295,1772.510,886.652,1842.963,934.167,1761.003,935.437,1706.006,840.383,1784.328,843.630,1.902038,0.841094,1.469997,2.546779,4.261557,0.000408,0.0111370484,0.0111320211,-9.1806588904,0.0008760175,-0.0110300725,8.2262532257,0.0001347521,0.0040108587,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
136,14.9612,1785358767.105,2,2.3936,1.1624,2.2036,1.1181,2.2986,1.1402,13.12,0.0028,-0.0016,0.0024,-0.0022,-0.10,1.0000,0.0033,0.5076,0.1951,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011424,0.490665,101,102,4.750665,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.941,750.710,1,1.356,73.309,751.371,65.328,791.371,8.858,779.554,79.351,716.479,135.582,722.516,-2.841512,0.617756,1.796830,3.418247,-0.003638,0.002471,1,4.260000,0.000000,1773.337,886.536,1,1.390,1772.347,886.618,1843.234,934.460,1760.798,935.558,1705.391,839.949,1784.314,843.624,1.892326,0.836894,1.462803,2.533985,4.261383,0.000422,0.0114228440,0.0115297201,-9.5020529519,0.0008984357,-0.0112960106,8.4220171112,0.0001364866,0.0041493636,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
137,15.0982,1785358767.244,1,2.3940,1.1625,2.2031,1.1183,2.2985,1.1404,13.04,-0.0001,0.0008,0.0001,0.0008,-0.56,1.0000,0.0013,0.5076,0.1960,0,frozen,2-tag corner homography,2,1920,1200,0.200000,102,0,0,insufficient,insufficient,,,,,,,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,1,4.260000,0.000000,1773.381,886.673,1,1.399,1772.342,886.612,1842.925,934.354,1760.938,935.461,1705.454,840.101,1784.364,843.604,1.895792,0.838414,1.465490,2.538627,4.261307,0.000115,,,,,,,,,,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
138,15.2252,1785358767.348,2,2.3893,1.1620,2.2039,1.1180,2.2966,1.1400,13.37,-0.0052,-0.0004,-0.0051,0.0009,0.46,1.0000,0.0033,0.5076,0.1906,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011493,0.508348,101,102,4.768348,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.109,750.622,1,1.099,73.092,751.512,65.635,791.457,8.797,779.493,79.370,716.419,134.554,723.038,-2.856732,0.621350,1.806035,3.436388,-0.003417,0.002750,1,4.260000,0.000000,1773.359,886.550,1,1.272,1772.446,886.598,1843.268,934.381,1761.019,935.499,1705.590,840.182,1784.233,843.421,1.894428,0.837665,1.464237,2.536637,4.261414,0.000395,0.0111669773,0.0111311826,-9.1828984988,0.0008783199,-0.0110571974,8.2457539589,0.0001367377,0.0040200671,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
139,15.3307,1785358767.473,2,2.3919,1.1631,2.2034,1.1180,2.2977,1.1405,13.46,-0.0044,-0.0000,-0.0043,0.0010,1.32,1.0000,0.0029,0.5076,0.1938,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011579,0.511073,101,102,4.771073,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.949,750.868,1,0.948,72.983,751.580,65.362,791.383,8.715,779.710,79.417,716.329,134.429,723.261,-2.855652,0.621251,1.805142,3.435002,-0.003179,0.002041,1,4.260000,0.000000,1773.349,886.412,1,1.181,1772.563,886.647,1843.354,934.377,1760.870,935.417,1706.053,840.303,1784.266,843.542,1.898427,0.839426,1.467104,2.541861,4.261564,0.000708,0.0111578317,0.0111378343,-9.1868510183,0.0008782895,-0.0110602955,8.2489512712,0.0001364499,0.0040171081,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
140,15.4538,1785358767.591,2,2.3933,1.1624,2.2041,1.1180,2.2987,1.1402,13.20,0.0049,0.0005,0.0049,-0.0006,-0.13,1.0000,0.0036,0.5076,0.1943,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011499,0.500617,101,102,4.760617,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.054,750.534,1,1.166,73.108,751.400,65.521,791.422,8.668,779.453,79.354,716.334,134.839,722.783,-2.849513,0.619451,1.801503,3.427660,-0.003815,0.002978,1,4.260000,0.000000,1773.505,886.656,1,1.461,1772.452,886.705,1843.202,934.519,1760.946,935.592,1705.515,839.966,1784.490,843.853,1.894102,0.837776,1.463973,2.536278,4.261602,0.000177,0.0112232257,0.0112336835,-9.2629979785,0.0008840497,-0.0111112097,8.2846602179,0.0001330980,0.0040564380,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
141,15.5873,1785358767.720,2,2.3912,1.1622,2.2035,1.1175,2.2973,1.1399,13.38,0.0003,-0.0017,-0.0001,-0.0017,-0.24,1.0000,0.0036,0.5076,0.1930,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011815,0.505604,101,102,4.765604,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.911,750.635,1,1.223,73.047,751.462,65.560,791.473,9.060,779.523,79.063,716.453,134.525,722.759,-2.853564,0.620479,1.803945,3.432497,-0.003931,0.002671,1,4.260000,0.000000,1773.544,886.683,1,1.358,1772.560,886.692,1843.327,934.564,1761.357,935.487,1705.647,840.096,1784.264,843.758,1.894951,0.838003,1.464423,2.537247,4.261654,0.000121,0.0111700372,0.0110912853,-9.1521949593,0.0008793130,-0.0110575609,8.2453743752,0.0001343997,0.0040250755,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
142,15.7066,1785358767.830,2,2.3925,1.1623,2.2033,1.1183,2.2979,1.1403,13.11,-0.0022,-0.0003,-0.0022,0.0002,-0.28,1.0000,0.0031,0.5076,0.1943,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.014744,0.495025,101,102,4.755025,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.796,750.882,1,1.407,73.353,751.348,65.077,791.374,9.342,779.515,79.378,716.358,135.549,722.567,-2.841613,0.617739,1.796979,3.418406,-0.003561,0.001967,1,4.260000,0.000000,1773.377,886.536,1,1.298,1772.467,886.670,1843.330,934.459,1760.761,935.451,1705.685,840.161,1784.427,843.686,1.896722,0.838833,1.465970,2.539737,4.261470,0.000430,0.0113882589,0.0126845113,-10.3674616268,0.0009016082,-0.0113026538,8.4247219471,0.0001384054,0.0041715227,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
143,15.8108,1785358767.929,2,2.3912,1.1622,2.2042,1.1184,2.2977,1.1403,13.18,0.0003,0.0011,0.0005,0.0010,-0.67,1.0000,0.0025,0.5076,0.1921,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011609,0.489731,101,102,4.749731,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.897,751.020,1,1.298,73.397,751.468,65.294,791.371,9.250,779.924,79.411,716.452,135.558,722.565,-2.836228,0.616960,1.793657,3.412042,-0.002898,0.001611,1,4.260000,0.000000,1773.209,886.432,1,1.155,1772.425,886.623,1843.292,934.422,1760.693,935.377,1705.825,840.290,1784.196,843.463,1.897007,0.838890,1.466271,2.540142,4.261230,0.000638,0.0113535763,0.0115149674,-9.4881584684,0.0008925311,-0.0112274872,8.3718438852,0.0001392643,0.0041117289,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
144,15.9162,1785358768.046,2,2.3927,1.1615,2.2039,1.1178,2.2983,1.1396,13.04,0.0017,0.0000,0.0017,-0.0004,-0.80,1.0000,0.0036,0.5076,0.1938,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011501,0.498562,101,102,4.758562,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.948,750.599,1,1.272,73.171,751.363,65.387,791.391,8.697,779.429,79.290,716.386,135.221,722.656,-2.846607,0.618748,1.799787,3.424216,-0.003928,0.002778,1,4.260000,0.000000,1773.172,886.323,1,1.173,1772.412,886.605,1843.256,934.368,1760.795,935.498,1705.911,840.214,1783.973,843.410,1.895083,0.838008,1.464809,2.537570,4.261285,0.000880,0.0112029800,0.0112597193,-9.2813814400,0.0008826250,-0.0110990448,8.2752171622,0.0001299711,0.0040544738,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
145,16.0277,1785358768.142,1,2.3945,1.1618,2.2038,1.1186,2.2991,1.1402,12.75,0.0032,-0.0006,0.0030,-0.0013,-1.04,1.0000,0.0055,0.5076,0.1956,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101,0,0,insufficient,insufficient,,,,,,,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.634,750.611,1,1.481,73.047,751.330,65.213,791.425,8.514,779.276,78.831,716.529,135.497,722.507,-2.847619,0.618784,1.800187,3.425274,-0.004766,0.002677,0,4.260000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
146,16.1179,1785358768.234,2,2.3929,1.1605,2.2035,1.1179,2.2982,1.1392,12.70,0.0028,-0.0017,0.0023,-0.0022,-1.41,1.0000,0.0038,0.5076,0.1941,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011420,0.495938,101,102,4.755938,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.787,750.601,1,1.291,73.084,751.296,65.268,791.409,8.668,779.472,79.121,716.226,135.203,722.497,-2.840272,0.617110,1.795614,3.416460,-0.004368,0.002737,1,4.260000,0.000000,1773.525,886.820,1,1.599,1772.338,886.764,1842.851,934.420,1760.823,935.524,1705.373,840.026,1784.650,844.161,1.899123,0.840271,1.468074,2.543219,4.261440,-0.000197,0.0111924367,0.0112168352,-9.2466886552,0.0008836922,-0.0110929645,8.2698513060,0.0001270937,0.0040539607,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
147,16.2151,1785358768.331,2,2.3925,1.1615,2.2030,1.1179,2.2977,1.1397,12.96,-0.0004,-0.0010,-0.0006,-0.0009,-0.77,1.0000,0.0038,0.5076,0.1945,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011329,0.492589,101,102,4.752589,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.767,750.652,1,1.440,73.196,751.312,65.260,791.472,8.649,779.463,79.071,716.375,135.675,722.384,-2.837218,0.616571,1.793899,3.412922,-0.004282,0.002593,1,4.260000,0.000000,1773.654,886.794,1,1.461,1772.585,886.796,1843.308,934.614,1761.026,935.444,1705.645,840.103,1784.729,844.126,1.898877,0.839971,1.467410,2.542553,4.261757,-0.000113,0.0112752092,0.0113582756,-9.3604333347,0.0008909287,-0.0111835128,8.3374518397,0.0001238705,0.0041029768,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
148,16.3064,1785358768.434,2,2.3931,1.1612,2.2031,1.1179,2.2981,1.1396,12.84,-0.0024,-0.0013,-0.0026,-0.0007,0.00,1.0000,0.0038,0.5076,0.1949,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011427,0.490293,101,102,4.750293,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.817,750.584,1,1.371,73.155,751.291,65.148,791.409,8.602,779.422,79.250,716.338,135.493,722.437,-2.839032,0.616872,1.794966,3.415045,-0.004333,0.002790,1,4.260000,0.000000,1773.458,886.585,1,1.308,1772.545,886.721,1843.320,934.534,1760.939,935.610,1705.812,840.157,1784.416,843.668,1.894570,0.837924,1.464158,2.536784,4.261587,0.000332,0.0112719415,0.0113719528,-9.3697804581,0.0008884413,-0.0111577819,8.3181424025,0.0001296739,0.0040905648,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
149,16.4155,1785358768.556,2,2.3923,1.1610,2.2036,1.1177,2.2980,1.1394,12.92,-0.0011,-0.0002,-0.0012,0.0000,0.34,1.0000,0.0032,0.5076,0.1936,0,frozen,2-tag corner homography,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011667,0.492246,101,102,4.752246,4.260000,30,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.917,750.745,1,1.027,72.957,751.515,65.421,791.421,8.527,779.955,79.260,716.327,134.588,722.769,-2.841117,0.617875,1.795905,3.417454,-0.003607,0.002370,1,4.260000,0.000000,1773.304,886.559,1,1.308,1772.350,886.557,1842.921,934.366,1760.921,935.414,1705.613,840.074,1784.231,843.448,1.894456,0.837681,1.464442,2.536782,4.261281,0.000364,0.0111547747,0.0111486330,-9.1938284293,0.0008753041,-0.0110234367,8.2207582673,0.0001345457,0.0040196971,1.0000000000,0.0112838714,0.0113034327,-9.3234733676,0.0008868924,-0.0111619359,8.3247484681,0.0001372684,0.0040787103,1.0000000000
