frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,max_ref_pose_reproj_error_px,geometry_distortion_mode,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,geometry_dist_0,geometry_dist_1,geometry_dist_2,geometry_dist_3,geometry_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_pnp_pose_valid,ref_101_pnp_reproj_rms_px,ref_101_pnp_center_px_x,ref_101_pnp_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_pnp_pose_valid,ref_102_pnp_reproj_rms_px,ref_102_pnp_center_px_x,ref_102_pnp_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
10,1.9390,1785358754.076,2,,,,,,,,,,,,,,,,,0,acquiring:10/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011616,0.498649,101,102,4.758649,4.260000,10,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.041,751.040,1,0.879,73.072,751.706,65.682,791.478,8.740,780.269,79.351,716.375,134.520,723.095,-2.842825,0.618901,1.797205,3.419743,-0.002330,0.001899,1,4.260000,0.000000,1773.395,886.464,1,1.174,1772.604,886.670,1843.391,934.443,1760.924,935.356,1706.078,840.320,1784.324,843.616,1.899257,0.839804,1.467667,2.542931,4.262629,0.000461,0.0110999817,0.0110413934,-9.1126250567,0.0008714145,-0.0109812386,8.1913101284,0.0001344590,0.0039910309,1.0000000000,,,,,,,,,
11,2.0554,1785358754.184,2,,,,,,,,,,,,,,,,,0,acquiring:11/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011282,0.473621,101,102,4.733621,4.260000,11,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.011,751.132,1,1.383,73.647,751.479,65.451,791.432,9.038,780.128,79.516,716.459,136.416,722.393,-2.822924,0.614262,1.785723,3.396325,-0.003133,0.000904,1,4.260000,0.000000,1773.458,886.583,1,1.350,1772.480,886.613,1843.329,934.448,1760.947,935.459,1705.531,840.049,1784.461,843.598,1.894478,0.837687,1.464212,2.536668,4.262806,0.000060,0.0114443101,0.0116036766,-9.5644311727,0.0008985423,-0.0113057286,8.4302336416,0.0001319386,0.0041697709,1.0000000000,,,,,,,,,
12,2.1742,1785358754.320,2,,,,,,,,,,,,,,,,,0,acquiring:12/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011871,0.495918,101,102,4.755918,4.260000,12,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.963,751.057,1,1.059,73.161,751.680,65.659,791.478,9.260,780.285,79.198,716.555,134.566,722.792,-2.842150,0.618735,1.796949,3.419017,-0.002707,0.001742,1,4.260000,0.000000,1773.272,886.353,1,1.156,1772.521,886.631,1843.378,934.411,1760.767,935.414,1706.036,840.261,1784.196,843.497,1.897142,0.838865,1.466191,2.540189,4.262641,0.000623,0.0111500209,0.0110847950,-9.1497121654,0.0008731581,-0.0110028468,8.2070419762,0.0001432789,0.0039970567,1.0000000000,,,,,,,,,
13,2.3130,1785358754.449,2,,,,,,,,,,,,,,,,,0,acquiring:13/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011711,0.501903,101,102,4.761903,4.260000,13,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.328,750.732,1,0.962,73.284,751.539,65.798,791.527,9.382,779.622,79.707,716.172,134.329,723.173,-2.853613,0.620884,1.804434,3.432869,-0.002488,0.002281,1,4.260000,0.000000,1773.491,886.513,1,1.371,1772.498,886.528,1843.391,934.451,1761.235,935.459,1705.465,839.861,1784.263,843.491,1.891057,0.835943,1.461532,2.531990,4.262848,0.000090,0.0111289954,0.0109906089,-9.0770342555,0.0008722294,-0.0109855854,8.1924069832,0.0001410965,0.0039887848,1.0000000000,,,,,,,,,
14,2.4391,1785358754.566,2,,,,,,,,,,,,,,,,,0,acquiring:14/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011542,0.510027,101,102,4.770027,4.260000,14,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.049,750.566,1,1.196,73.077,751.481,65.434,791.459,8.747,779.319,79.390,716.511,134.693,723.001,-2.859061,0.621752,1.807479,3.439155,-0.002977,0.002593,1,4.260000,0.000000,1773.435,886.510,1,1.374,1772.455,886.587,1843.307,934.414,1760.949,935.480,1705.536,839.958,1784.373,843.609,1.893671,0.837293,1.463636,2.535603,4.262874,0.000193,0.0112991585,0.0113143144,-9.3296598523,0.0008893875,-0.0111953055,8.3484164216,0.0001378796,0.0040839784,1.0000000000,,,,,,,,,
15,2.5591,1785358754.694,2,,,,,,,,,,,,,,,,,0,acquiring:15/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011375,0.510772,101,102,4.770772,4.260000,15,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.294,750.596,1,1.011,73.154,751.537,65.706,791.499,8.729,779.460,79.654,716.319,134.513,723.228,-2.857339,0.621601,1.806538,3.437201,-0.002565,0.002699,1,4.260000,0.000000,1773.416,886.566,1,1.328,1772.474,886.666,1843.366,934.425,1760.874,935.501,1705.596,840.164,1784.411,843.665,1.896285,0.838623,1.465618,2.539138,4.262803,0.000250,0.0111660745,0.0111265203,-9.1802627048,0.0008792368,-0.0110648058,8.2516275142,0.0001358542,0.0040210046,1.0000000000,,,,,,,,,
16,2.6833,1785358754.800,1,,,,,,,,,,,,,,,,,0,acquiring:15/30,none,2,1920,1200,0.200000,101,0,0,insufficient,insufficient,,,,,,,15,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.984,750.850,1,1.079,73.093,751.581,65.323,791.481,8.830,780.116,79.468,716.468,134.721,722.688,-2.837234,0.617319,1.793710,3.412972,,,0,4.260000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2.7891,1785358754.929,2,,,,,,,,,,,,,,,,,0,acquiring:16/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011486,0.498789,101,102,4.758789,4.260000,16,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.144,750.575,1,1.240,73.286,751.400,65.467,791.435,8.839,779.451,79.563,716.413,135.195,722.711,-2.846706,0.618957,1.800070,3.424485,-0.003064,0.002326,1,4.260000,0.000000,1773.314,886.427,1,1.208,1772.514,886.675,1843.460,934.438,1760.852,935.580,1705.861,840.260,1784.197,843.502,1.895189,0.838118,1.464696,2.537621,4.262687,0.000537,0.0112746510,0.0113296158,-9.3408735184,0.0008877442,-0.0111604434,8.3212825289,0.0001352830,0.0040783236,1.0000000000,,,,,,,,,
18,2.9193,1785358755.049,2,,,,,,,,,,,,,,,,,0,acquiring:17/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011791,0.495051,101,102,4.755051,4.260000,17,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.811,751.390,1,0.928,73.095,751.798,65.170,791.495,9.174,780.413,79.465,716.467,134.587,723.217,-2.842524,0.619131,1.797058,3.419457,-0.002359,0.001133,1,4.260000,0.000000,1773.389,886.521,1,1.335,1772.447,886.631,1843.295,934.392,1760.881,935.478,1705.607,840.104,1784.345,843.639,1.895873,0.838383,1.465353,2.538599,4.262845,0.000267,0.0113477491,0.0113270600,-9.3469121687,0.0008877302,-0.0111964198,8.3528683935,0.0001482872,0.0040842755,1.0000000000,,,,,,,,,
19,3.0330,1785358755.158,2,,,,,,,,,,,,,,,,,0,acquiring:18/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011629,0.487200,101,102,4.747200,4.260000,18,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,73.168,750.998,1,1.135,73.434,751.600,65.658,791.554,9.260,780.035,79.570,716.422,135.224,722.803,-2.837978,0.617764,1.794836,3.414263,-0.002816,0.001662,1,4.260000,0.000000,1773.526,886.551,1,1.424,1772.498,886.586,1843.279,934.440,1761.080,935.515,1705.540,839.876,1784.436,843.635,1.892521,0.836733,1.462663,2.533997,4.262943,0.000109,0.0112772311,0.0112685758,-9.2992630694,0.0008833837,-0.0111269858,8.2984696562,0.0001385433,0.0040697768,1.0000000000,,,,,,,,,
20,3.1387,1785358755.261,2,,,,,,,,,,,,,,,,,0,acquiring:19/30,none,2,1920,1200,0.200000,101;102,1,1,,2-tag corner homography,0.011775,0.507147,101,102,4.767147,4.260000,19,0.050000,0.600000,5.000000,raw-zero-distortion,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0.000000,0.000000,72.758,751.365,1,0.993,73.093,751.770,65.306,791.408,9.386,780.185,79.237,716.551,134.488,723.293,-2.853479,0.621429,1.803980,3.432617,-0.002470,0.001110,1,4.260000,0.000000,1773.443,886.604,1,1.321,1772.484,886.619,1843.296,934.355,1761.092,935.448,1705.567,840.202,1784.327,843.562,1.896701,0.838679,1.465922,2.539643,4.262763,0.000061,0.0113228224,0.0112737717,-9.3046042098,0.0008874845,-0.0111917773,8.3490608304,0.0001486444,0.0040706838,1.0000000000,,,,,,,,,
