frame,t_s,t_unix_s,n_ref,green_x_m,green_y_m,red_x_m,red_y_m,x_m,y_m,heading_deg,vx_m_s,vy_m_s,u_m_s,v_m_s,r_deg_s,scale,ref_world_rms_m,ref_range_rms_m,color_spacing_m,motion_reset,homography_state,reference_method,calibration_debug_schema_version,frame_width_px,frame_height_px,ref_tag_size_m,visible_ref_ids,candidate_available,candidate_accepted,candidate_reject_reason,candidate_method,candidate_world_rms_m,candidate_pnp_baseline_error_m,pnp_baseline_tag_a,pnp_baseline_tag_b,pnp_baseline_measured_m,pnp_baseline_expected_m,accepted_calibration_samples,max_ref_world_error_m,max_ref_range_error_m,camera_K_00,camera_K_01,camera_K_02,camera_K_10,camera_K_11,camera_K_12,camera_K_20,camera_K_21,camera_K_22,camera_dist_0,camera_dist_1,camera_dist_2,camera_dist_3,camera_dist_4,ref_101_detected,ref_101_target_x_m,ref_101_target_y_m,ref_101_center_px_x,ref_101_center_px_y,ref_101_corner0_px_x,ref_101_corner0_px_y,ref_101_corner1_px_x,ref_101_corner1_px_y,ref_101_corner2_px_x,ref_101_corner2_px_y,ref_101_corner3_px_x,ref_101_corner3_px_y,ref_101_cam_x_m,ref_101_cam_y_m,ref_101_cam_z_m,ref_101_range_m,ref_101_map_x_m,ref_101_map_y_m,ref_102_detected,ref_102_target_x_m,ref_102_target_y_m,ref_102_center_px_x,ref_102_center_px_y,ref_102_corner0_px_x,ref_102_corner0_px_y,ref_102_corner1_px_x,ref_102_corner1_px_y,ref_102_corner2_px_x,ref_102_corner2_px_y,ref_102_corner3_px_x,ref_102_corner3_px_y,ref_102_cam_x_m,ref_102_cam_y_m,ref_102_cam_z_m,ref_102_range_m,ref_102_map_x_m,ref_102_map_y_m,candidate_H_00,candidate_H_01,candidate_H_02,candidate_H_10,candidate_H_11,candidate_H_12,candidate_H_20,candidate_H_21,candidate_H_22,active_map_H_00,active_map_H_01,active_map_H_02,active_map_H_10,active_map_H_11,active_map_H_12,active_map_H_20,active_map_H_21,active_map_H_22
27,3.6965,1785357758.541,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380693,0.900137,101,102,3.359863,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.292,707.261,65.891,791.593,9.573,780.412,79.407,716.337,134.539,723.200,-2.842731,0.619323,1.797640,3.419970,,,1,4.260000,0.000000,1689.976,854.075,1843.507,934.479,1760.686,935.434,1705.601,840.407,1784.224,843.245,-1.221193,-0.533322,-0.909887,1.613580,,,0.0214253209,0.0210906042,-17.4232217967,0.0016560943,-0.0197849133,14.7522136627,0.0008568653,0.0076545751,1.0000000000,,,,,,,,,
28,3.7842,1785357758.629,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378866,0.905931,101,102,3.354069,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.115,707.226,65.707,791.547,9.662,780.302,79.696,716.139,134.956,723.061,-2.835494,0.617457,1.793374,3.411374,,,1,4.260000,0.000000,1689.985,854.058,1843.612,934.581,1760.598,935.324,1705.662,840.207,1784.461,843.420,-1.228062,-0.536280,-0.914914,1.622591,,,0.0209122878,0.0206643863,-17.0660484979,0.0016204728,-0.0193439243,14.4206740375,0.0008308875,0.0074586855,1.0000000000,,,,,,,,,
29,3.8707,1785357758.718,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380205,0.899803,101,102,3.360197,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.971,707.232,65.577,791.368,9.697,780.027,80.208,716.079,135.101,723.318,-2.843327,0.619072,1.798617,3.420932,,,1,4.260000,0.000000,1689.979,854.083,1843.376,934.304,1760.537,935.225,1705.862,840.431,1784.337,843.509,-1.219638,-0.532645,-0.908431,1.611358,,,0.0250285757,0.0249170885,-20.5662127925,0.0019303175,-0.0230201703,17.1588858663,0.0010156820,0.0091110015,1.0000000000,,,,,,,,,
30,3.9597,1785357758.804,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.369579,0.896403,101,102,3.363597,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.264,707.253,65.522,791.593,9.602,780.232,79.655,716.305,134.694,723.322,-2.844499,0.619649,1.798803,3.422109,,,1,4.260000,0.000000,1689.977,854.070,1843.356,934.448,1760.705,935.403,1705.608,840.259,1784.402,843.378,-1.227966,-0.536268,-0.914952,1.622536,,,0.0088449852,0.0087150752,-7.1992507896,0.0007265646,-0.0086776048,6.4724824552,0.0003676747,0.0024770878,1.0000000000,,,,,,,,,
31,4.0453,1785357758.886,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381611,0.916630,101,102,3.343370,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.252,707.293,65.870,791.996,9.505,780.393,79.586,715.976,134.684,723.273,-2.830110,0.616670,1.789765,3.404859,,,1,4.260000,0.000000,1690.006,853.999,1843.805,934.522,1760.339,935.503,1705.678,840.365,1783.969,842.838,-1.209581,-0.528093,-0.901244,1.598189,,,0.0229107848,0.0223904398,-18.5104920549,0.0017499587,-0.0209193568,15.5980373559,0.0009164565,0.0082560560,1.0000000000,,,,,,,,,
32,4.1280,1785357758.968,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378774,0.921144,101,102,3.338856,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.302,707.250,65.593,791.981,9.540,780.529,79.379,716.139,134.826,722.902,-2.823379,0.615066,1.785372,3.396664,,,1,4.260000,0.000000,1690.035,853.914,1843.888,934.460,1760.632,935.552,1705.468,840.136,1784.093,842.808,-1.219734,-0.532360,-0.909010,1.611663,,,0.0190062848,0.0186372389,-15.4016172117,0.0014681654,-0.0175662992,13.0982803846,0.0007468200,0.0066883177,1.0000000000,,,,,,,,,
33,4.2126,1785357759.056,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381156,0.911221,101,102,3.348779,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.129,707.228,65.602,791.617,9.674,780.443,80.066,716.026,134.652,723.013,-2.828913,0.616041,1.789187,3.403446,,,1,4.260000,0.000000,1689.922,854.183,1843.522,934.595,1760.608,935.393,1705.533,840.276,1783.349,843.332,-1.232522,-0.538515,-0.918738,1.628861,,,0.0236053463,0.0232970410,-19.2424262416,0.0018134900,-0.0216449834,16.1357381554,0.0009556002,0.0085241499,1.0000000000,,,,,,,,,
34,4.2984,1785357759.146,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.384483,0.893635,101,102,3.366365,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.075,707.263,65.826,791.517,9.818,779.994,79.804,716.304,134.821,723.303,-2.849914,0.620719,1.802608,3.428804,,,1,4.260000,0.000000,1689.953,854.163,1842.938,934.339,1760.637,935.259,1706.094,840.501,1784.451,843.632,-1.217230,-0.531745,-0.906373,1.608077,,,0.0324011038,0.0320628449,-26.4777942562,0.0024622443,-0.0293564832,21.8834751458,0.0013465599,0.0120534587,1.0000000000,,,,,,,,,
35,4.3886,1785357759.233,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382449,0.908599,101,102,3.351401,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.971,707.249,65.671,791.510,9.753,780.149,80.230,715.844,135.001,723.372,-2.836856,0.617731,1.794540,3.413168,,,1,4.260000,0.000000,1690.000,854.051,1843.225,934.139,1760.655,935.220,1706.139,840.462,1784.556,843.565,-1.213772,-0.529998,-0.903646,1.603345,,,0.0275887136,0.0272716947,-22.5244871267,0.0021075671,-0.0251282876,18.7300912109,0.0011373720,0.0101156654,1.0000000000,,,,,,,,,
36,4.4755,1785357759.321,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.379121,0.898679,101,102,3.361321,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.146,707.251,65.659,791.609,9.726,780.127,79.600,716.245,134.961,723.233,-2.843039,0.619229,1.798109,3.420455,,,1,4.260000,0.000000,1689.979,854.071,1843.384,934.330,1760.572,935.396,1705.649,840.314,1784.518,843.478,-1.224973,-0.534959,-0.912645,1.618536,,,0.0213853911,0.0211355022,-17.4552473297,0.0016580489,-0.0197973511,14.7596176833,0.0008475918,0.0076567649,1.0000000000,,,,,,,,,
37,4.5683,1785357759.411,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,1.725845,0.909869,101,102,3.350131,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.227,707.208,65.934,792.003,9.631,780.033,79.025,716.360,134.971,722.763,-2.835331,0.617438,1.793037,3.411058,,,1,4.260000,0.000000,1690.032,853.935,1844.088,934.307,1760.606,935.544,1705.624,840.284,1783.880,842.916,-1.214840,-0.530257,-0.905144,1.605084,,,0.0005396240,-0.0080776389,5.7405452238,0.0000380307,-0.0004765833,0.3437599275,-0.0001424431,-0.0009384859,1.0000000000,,,,,,,,,
38,4.6563,1785357759.502,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381607,0.900536,101,102,3.359464,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.148,707.358,65.790,791.628,9.680,780.379,79.550,716.388,135.108,723.367,-2.842792,0.619620,1.798048,3.420289,,,1,4.260000,0.000000,1689.977,854.107,1843.472,934.479,1760.632,935.388,1706.082,840.316,1784.581,843.609,-1.219938,-0.532809,-0.908287,1.611558,,,0.0246612692,0.0244138942,-20.1637807309,0.0018951402,-0.0226240987,16.8695039931,0.0010065882,0.0089445142,1.0000000000,,,,,,,,,
39,4.7440,1785357759.591,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382786,0.908786,101,102,3.351214,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.167,707.285,65.499,791.589,9.420,780.387,80.108,716.112,134.868,723.373,-2.835721,0.617792,1.793472,3.411674,,,1,4.260000,0.000000,1690.000,854.039,1843.389,934.322,1760.611,935.350,1706.052,840.270,1784.195,843.321,-1.217555,-0.531636,-0.906711,1.608478,,,0.0270501414,0.0268622236,-22.1761926734,0.0020647079,-0.0246586869,18.3844380790,0.0011174628,0.0098958677,1.0000000000,,,,,,,,,
40,4.8330,1785357759.677,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380299,0.898652,101,102,3.361348,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.028,707.231,65.440,791.417,9.756,780.063,80.272,716.025,134.904,723.390,-2.842871,0.619014,1.798216,3.420332,,,1,4.260000,0.000000,1689.974,854.095,1843.410,934.447,1760.930,935.267,1705.772,840.424,1784.311,843.501,-1.225963,-0.535432,-0.913153,1.619729,,,0.0244503558,0.0242896632,-20.0516240656,0.0018870860,-0.0225072093,16.7772708998,0.0009884630,0.0088803882,1.0000000000,,,,,,,,,
41,4.9186,1785357759.762,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.384439,0.909231,101,102,3.350769,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.185,707.202,65.590,791.705,9.629,780.166,79.828,716.103,134.668,723.083,-2.835898,0.617501,1.793472,3.411769,,,1,4.260000,0.000000,1690.000,854.050,1843.388,934.365,1760.728,935.414,1706.114,840.302,1784.374,843.365,-1.216448,-0.531165,-0.905713,1.606922,,,0.0285436976,0.0281697129,-23.2640940510,0.0021685802,-0.0258712053,19.2854672569,0.0011877020,0.0104818599,1.0000000000,,,,,,,,,
42,5.0032,1785357759.843,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.369095,0.903562,101,102,3.356438,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.369,707.187,65.981,791.791,9.419,780.253,78.902,716.579,134.634,722.707,-2.839343,0.618337,1.795277,3.415733,,,1,4.260000,0.000000,1690.020,853.942,1843.727,934.372,1760.592,935.495,1705.428,840.155,1783.963,842.882,-1.222171,-0.533487,-0.910962,1.614980,,,0.0081727326,0.0079930483,-6.6058333100,0.0006709011,-0.0080222260,5.9838135022,0.0003407658,0.0021997035,1.0000000000,,,,,,,,,
43,5.0866,1785357759.930,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382594,0.909836,101,102,3.350164,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.202,707.313,65.744,791.754,9.550,780.467,79.796,716.165,134.761,723.268,-2.834043,0.617569,1.792368,3.409659,,,1,4.260000,0.000000,1689.975,854.089,1843.452,934.507,1760.602,935.277,1705.781,840.435,1784.238,843.333,-1.219331,-0.532527,-0.908296,1.611011,,,0.0270117493,0.0266265828,-21.9972075425,0.0020579524,-0.0245812190,18.3277995485,0.0010948453,0.0099134479,1.0000000000,,,,,,,,,
44,5.1725,1785357760.016,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.373338,0.893045,101,102,3.366955,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.081,707.279,65.772,791.533,9.762,780.183,79.912,716.140,134.834,723.367,-2.843663,0.619429,1.798659,3.421299,,,1,4.260000,0.000000,1689.954,854.071,1843.500,934.458,1760.607,935.321,1704.967,840.146,1784.284,843.492,-1.239758,-0.541465,-0.924611,1.638625,,,0.0163482569,0.0161363993,-13.3301620296,0.0012931427,-0.0154595795,11.5265608912,0.0006129793,0.0056570995,1.0000000000,,,,,,,,,
45,5.2597,1785357760.104,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.367939,0.882541,101,102,3.377459,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.100,707.075,65.492,791.390,9.612,779.386,79.806,716.133,134.858,723.299,-2.857752,0.621663,1.807339,3.437977,,,1,4.260000,0.000000,1689.937,854.169,1842.935,934.286,1760.788,935.409,1705.581,840.502,1784.428,843.593,-1.227235,-0.536158,-0.914442,1.621658,,,0.0055771493,0.0055952870,-4.6130466667,0.0004531701,-0.0053942971,4.0235843166,0.0002991123,0.0010191503,1.0000000000,,,,,,,,,
46,5.3460,1785357760.193,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.371931,0.903494,101,102,3.356506,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.233,707.230,65.495,791.573,9.680,780.279,79.620,716.307,134.764,723.132,-2.840455,0.618649,1.796286,3.417244,,,1,4.260000,0.000000,1690.003,854.030,1843.576,934.535,1760.629,935.408,1705.984,840.200,1784.211,843.203,-1.219087,-0.532288,-0.907903,1.610525,,,0.0057436564,0.0057145797,-4.7160447058,0.0004602267,-0.0054922827,4.0982209877,0.0003167626,0.0010636515,1.0000000000,,,,,,,,,
47,5.4342,1785357760.274,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.381037,0.912718,101,102,3.347282,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.066,707.207,66.377,791.637,9.519,780.233,79.276,716.197,135.027,722.780,-2.834561,0.617137,1.792864,3.410272,,,1,4.260000,0.000000,1690.026,853.963,1844.161,934.544,1760.485,935.507,1705.763,840.400,1783.946,842.824,-1.206994,-0.526879,-0.899078,1.594609,,,0.0247326878,0.0243089507,-20.0847946919,0.0018899921,-0.0225580158,16.8147355083,0.0009910314,0.0090045522,1.0000000000,,,,,,,,,
48,5.5160,1785357760.357,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.380124,0.903985,101,102,3.356015,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.256,707.102,65.677,791.796,9.726,779.904,79.163,716.267,134.685,722.706,-2.838584,0.617729,1.794937,3.414813,,,1,4.260000,0.000000,1690.039,853.894,1844.027,934.429,1760.448,935.510,1705.472,839.964,1783.869,842.820,-1.223893,-0.534140,-0.912240,1.617220,,,0.0209210568,0.0205498340,-16.9744333189,0.0016133589,-0.0192864556,14.3765085161,0.0008285507,0.0074639725,1.0000000000,,,,,,,,,
49,5.5997,1785357760.447,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383460,0.909033,101,102,3.350967,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.948,707.337,65.809,791.604,9.772,780.332,80.522,716.009,134.827,723.341,-2.834659,0.617600,1.793278,3.410655,,,1,4.260000,0.000000,1689.960,854.118,1843.477,934.453,1760.670,935.400,1705.934,840.352,1783.183,843.088,-1.217971,-0.532000,-0.907411,1.609308,,,0.0299684684,0.0296511107,-24.4928610407,0.0022742221,-0.0271466480,20.2370408621,0.0012530170,0.0110459958,1.0000000000,,,,,,,,,
50,5.6900,1785357760.536,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378703,0.899178,101,102,3.360822,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,321.886,707.338,65.907,791.526,9.855,780.164,80.247,716.132,135.152,723.336,-2.840870,0.618908,1.797329,3.418183,,,1,4.260000,0.000000,1689.939,854.166,1843.512,934.508,1760.486,935.035,1705.663,840.444,1783.990,843.684,-1.229193,-0.537006,-0.915878,1.624230,,,0.0236957091,0.0234839460,-19.3967592677,0.0018336170,-0.0218752364,16.3073096071,0.0009441303,0.0085945673,1.0000000000,,,,,,,,,
51,5.7782,1785357760.624,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.383437,0.893173,101,102,3.366827,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.038,707.212,65.435,791.383,9.755,779.815,80.157,716.206,134.934,723.399,-2.851444,0.620810,1.803602,3.430615,,,1,4.260000,0.000000,1689.973,854.113,1843.151,934.270,1760.573,935.212,1706.102,840.523,1784.292,843.516,-1.213153,-0.529861,-0.903331,1.602654,,,0.0304460464,0.0303443459,-25.0406239702,0.0023281798,-0.0277516605,20.6852480386,0.0012689767,0.0112604355,1.0000000000,,,,,,,,,
52,5.8661,1785357760.710,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.382205,0.893696,101,102,3.366304,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.118,707.258,65.724,791.580,9.816,779.961,79.687,716.274,134.860,723.359,-2.849940,0.620740,1.802535,3.428791,,,1,4.260000,0.000000,1689.987,854.066,1843.509,934.497,1760.663,935.400,1705.897,840.377,1784.207,843.237,-1.216760,-0.531349,-0.906232,1.607512,,,0.0258050218,0.0254963933,-21.0574891830,0.0019788816,-0.0236182382,17.6072722830,0.0010531055,0.0094096446,1.0000000000,,,,,,,,,
53,5.9513,1785357760.792,2,,,,,,,,,,,,,,,,,0,acquiring:0/30,none,1,1920,1200,0.200000,101;102,1,0,world_rms>0.050;pnp_baseline_error>0.500,2-tag corner homography,0.378155,0.918084,101,102,3.341916,4.260000,0,0.050000,0.500000,590.9628888758,0.0000000000,1007.8592059077,0.0000000000,592.3761043005,547.7101609771,0.0000000000,0.0000000000,1.0000000000,-0.0359937509,0.0291287486,0.0062609452,0.0003552766,-0.0208418310,1,0.000000,0.000000,322.315,707.289,65.653,791.800,9.613,780.766,79.152,716.406,134.928,722.806,-2.825493,0.615698,1.786719,3.399244,,,1,4.260000,0.000000,1690.000,853.989,1843.860,934.560,1760.551,935.534,1705.330,840.223,1784.108,842.958,-1.221753,-0.533405,-0.910683,1.614480,,,0.0187683601,0.0184841342,-15.2704270862,0.0014547232,-0.0174044261,12.9786722611,0.0007360893,0.0065953472,1.0000000000,,,,,,,,,
